ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Backscatter,SE-1588,DE-1631,SE-1631,Xray-NaI
2385,811.574,111.194,115.300,61.913,85.556,18.742,0.000,5.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.066,0.000,0.999,0.000
2386,811.912,122.490,114.955,61.810,85.258,18.798,0.000,5.823,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.061,0.000,0.998,0.000
2387,812.249,117.305,114.616,61.707,84.964,18.856,0.000,5.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.056,0.000,0.997,0.000
2388,812.586,95.268,114.282,61.604,84.672,18.915,0.000,5.631,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.052,0.000,0.996,0.000
2389,812.923,86.009,113.955,61.501,84.383,18.977,0.000,5.537,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.047,0.000,0.995,0.000
2390,813.260,111.269,113.633,61.398,84.098,19.041,0.000,5.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.042,0.000,0.993,0.000
2391,813.597,104.897,113.319,61.295,83.815,19.107,0.000,5.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.037,0.000,0.992,0.000
2392,813.934,89.342,113.011,61.192,83.536,19.175,0.000,5.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.033,0.000,0.991,0.000
2393,814.271,112.786,112.710,61.089,83.261,19.245,0.000,5.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.028,0.000,0.990,0.000
2394,814.608,87.527,112.417,60.986,82.989,19.318,0.000,5.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.023,0.000,0.989,0.000
2395,814.945,88.415,112.131,60.883,82.722,19.392,0.000,4.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.018,0.000,0.988,0.000
2396,815.282,97.750,111.852,60.781,82.458,19.469,0.000,4.909,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.014,0.000,0.986,0.000
2397,815.620,105.305,111.581,60.678,82.199,19.549,0.000,4.825,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.009,0.000,0.985,0.000
2398,815.957,103.082,111.317,60.575,81.943,19.630,0.000,4.741,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.004,0.000,0.984,0.000
2399,816.294,97.083,111.061,60.472,81.691,19.714,0.000,4.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.999,0.000,0.983,0.000
2400,816.631,116.713,110.811,60.369,81.442,19.800,0.000,4.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.994,0.000,0.982,0.000
2401,816.967,103.305,110.569,60.266,81.196,19.889,0.000,4.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.989,0.000,0.980,0.000
2402,817.304,95.565,110.334,60.163,80.954,19.980,0.000,4.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.984,0.000,0.979,0.000
2403,817.641,103.786,110.106,60.060,80.716,20.073,0.000,4.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.979,0.000,0.978,0.000
2404,817.978,108.194,109.886,59.957,80.481,20.169,0.000,4.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.975,0.000,0.977,0.000
2405,818.315,121.860,109.674,59.854,80.250,20.268,0.000,4.196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.970,0.000,0.976,0.000
2406,818.652,100.564,109.468,59.751,80.023,20.369,0.000,4.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.965,0.000,0.974,0.000
2407,818.989,110.416,109.271,59.648,79.799,20.472,0.000,4.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.960,0.000,0.973,0.000
2408,819.326,90.305,109.081,59.545,79.579,20.579,0.000,3.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.955,0.000,0.972,0.000
2409,819.663,106.416,108.899,59.442,79.362,20.688,0.000,3.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.950,0.000,0.971,0.000
2410,820.000,113.119,108.724,59.339,79.149,20.799,0.000,3.848,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.945,0.000,0.970,0.000
2411,820.337,98.861,108.558,59.236,78.940,20.914,0.000,3.783,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.940,0.000,0.968,0.000
2412,820.673,115.009,108.399,59.133,78.735,21.031,0.000,3.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.935,0.000,0.967,0.000
2413,821.010,114.712,108.248,59.030,78.533,21.151,0.000,3.656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.930,0.000,0.966,0.000
2414,821.347,123.564,108.104,58.928,78.334,21.273,0.000,3.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.925,0.000,0.965,0.000
2415,821.684,121.231,107.969,58.825,78.139,21.399,0.000,3.535,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.920,0.000,0.963,0.000
2416,822.021,101.934,107.841,58.722,77.948,21.528,0.000,3.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.915,0.000,0.962,0.000
2417,822.357,96.675,107.722,58.619,77.760,21.660,0.000,3.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.910,0.000,0.961,0.000
2418,822.694,93.861,107.610,58.516,77.576,21.795,0.000,3.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.905,0.000,0.960,0.000
2419,823.031,118.157,107.506,58.413,77.394,21.932,0.000,3.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.900,0.000,0.959,0.000
2420,823.368,88.490,107.409,58.310,77.217,22.074,0.000,3.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.895,0.000,0.957,0.000
2421,823.705,116.823,107.321,58.207,77.042,22.218,0.000,3.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.890,0.000,0.956,0.000
2422,824.041,112.268,107.241,58.104,76.871,22.366,0.000,3.153,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.885,0.000,0.955,0.000
2423,824.378,102.861,107.168,58.001,76.703,22.517,0.000,3.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.880,0.000,0.954,0.000
2424,824.715,103.083,107.103,57.898,76.539,22.671,0.000,3.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.875,0.000,0.952,0.000
2425,825.051,101.230,107.046,57.795,76.377,22.829,0.000,3.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.870,0.000,0.951,0.000
2426,825.388,117.046,106.997,57.692,76.218,22.991,0.000,2.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.865,0.000,0.950,0.000
2427,825.725,109.453,106.956,57.589,76.062,23.156,0.000,2.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.860,0.000,0.949,0.000
2428,826.061,103.527,106.922,57.486,75.909,23.325,0.000,2.876,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.855,0.000,0.947,0.000
2429,826.398,93.193,106.896,57.383,75.759,23.497,0.000,2.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.850,0.000,0.946,0.000
2430,826.735,86.638,106.877,57.280,75.611,23.673,0.000,2.794,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.845,0.000,0.945,0.000
2431,827.071,112.416,106.866,57.177,75.466,23.854,0.000,2.754,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.840,0.000,0.944,0.000
2432,827.408,105.638,106.863,57.075,75.323,24.038,0.000,2.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.835,0.000,0.942,0.000
2433,827.744,113.711,106.867,56.972,75.182,24.226,0.000,2.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.830,0.000,0.941,0.000
2434,828.081,105.564,106.878,56.869,75.044,24.418,0.000,2.643,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.825,0.000,0.940,0.000
2435,828.418,105.305,106.897,56.766,74.907,24.615,0.000,2.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.820,0.000,0.939,0.000
2436,828.754,103.971,106.923,56.663,74.773,24.815,0.000,2.574,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.814,0.000,0.938,0.000
2437,829.091,99.194,106.956,56.560,74.641,25.020,0.000,2.542,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.809,0.000,0.936,0.000
2438,829.427,118.046,106.997,56.457,74.510,25.230,0.000,2.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.804,0.000,0.935,0.000
2439,829.764,128.119,107.045,56.354,74.381,25.444,0.000,2.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.799,0.000,0.934,0.000
2440,830.100,118.935,107.101,56.251,74.254,25.662,0.000,2.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.794,0.000,0.933,0.000
2441,830.437,136.379,107.163,56.148,74.129,25.885,0.000,2.421,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.789,0.000,0.931,0.000
2442,830.773,122.787,107.233,56.045,74.005,26.113,0.000,2.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.784,0.000,0.930,0.000
2443,831.110,103.454,107.310,55.942,73.882,26.346,0.000,2.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.779,0.000,0.929,0.000
2444,831.446,115.267,107.395,55.839,73.761,26.584,0.000,2.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.774,0.000,0.928,0.000
2445,831.783,129.267,107.486,55.736,73.641,26.827,0.000,2.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.769,0.000,0.926,0.000
2446,832.119,112.786,107.585,55.633,73.522,27.074,0.000,2.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.764,0.000,0.925,0.000
2447,832.455,121.934,107.691,55.530,73.404,27.328,0.000,2.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.759,0.000,0.924,0.000
2448,832.792,110.786,107.804,55.427,73.287,27.586,0.000,2.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.754,0.000,0.923,0.000
2449,833.128,118.157,107.924,55.324,73.171,27.850,0.000,2.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.749,0.000,0.921,0.000
2450,833.465,135.527,108.052,55.222,73.056,28.119,0.000,2.206,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.744,0.000,0.920,0.000
2451,833.801,88.786,108.187,55.119,72.941,28.395,0.000,2.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.739,0.000,0.919,0.000
2452,834.137,123.526,108.329,55.016,72.828,28.675,0.000,2.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.734,0.000,0.918,0.000
2453,834.474,84.861,108.478,54.913,72.715,28.962,0.000,2.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.729,0.000,0.916,0.000
2454,834.810,124.305,108.635,54.810,72.603,29.255,0.000,2.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.724,0.000,0.915,0.000
2455,835.146,121.231,108.800,54.707,72.491,29.554,0.000,2.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.719,0.000,0.914,0.000
2456,835.483,133.193,108.972,54.604,72.380,29.859,0.000,2.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.714,0.000,0.913,0.000
2457,835.819,100.638,109.149,54.501,72.269,30.167,0.000,2.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.709,0.000,0.912,0.000
2458,836.155,136.416,109.328,54.398,72.159,30.477,0.000,2.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.704,0.000,0.910,0.000
2459,836.492,149.861,109.510,54.295,72.050,30.789,0.000,2.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.699,0.000,0.909,0.000
2460,836.828,120.380,109.695,54.192,71.940,31.103,0.000,2.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.694,0.000,0.908,0.000
2461,837.164,134.675,109.883,54.089,71.832,31.417,0.000,2.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.689,0.000,0.907,0.000
2462,837.500,107.046,110.072,53.986,71.723,31.733,0.000,2.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.684,0.000,0.905,0.000
2463,837.837,96.676,110.263,53.883,71.615,32.049,0.000,2.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.679,0.000,0.904,0.000
2464,838.173,114.712,110.457,53.780,71.507,32.367,0.000,2.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.674,0.000,0.903,0.000
2465,838.509,116.526,110.652,53.677,71.400,32.684,0.000,1.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.669,0.000,0.902,0.000
2466,838.845,138.231,110.848,53.574,71.292,33.003,0.000,1.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.664,0.000,0.901,0.000
2467,839.181,152.046,111.045,53.471,71.186,33.322,0.000,1.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.659,0.000,0.899,0.000
2468,839.517,103.120,111.244,53.369,71.079,33.640,0.000,1.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.654,0.000,0.898,0.000
2469,839.854,119.897,111.443,53.266,70.973,33.959,0.000,1.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.649,0.000,0.897,0.000
2470,840.190,91.601,111.644,53.163,70.867,34.278,0.000,1.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.644,0.000,0.896,0.000
2471,840.526,123.305,111.844,53.060,70.762,34.596,0.000,1.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.639,0.000,0.894,0.000
2472,840.862,141.341,112.046,52.957,70.657,34.913,0.000,1.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.634,0.000,0.893,0.000
2473,841.198,113.972,112.247,52.854,70.553,35.230,0.000,1.939,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.629,0.000,0.892,0.000
2474,841.534,124.083,112.448,52.751,70.449,35.546,0.000,1.935,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.624,0.000,0.891,0.000
2475,841.870,96.676,112.650,52.648,70.346,35.860,0.000,1.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.620,0.000,0.890,0.000
2476,842.206,130.453,112.851,52.545,70.243,36.174,0.000,1.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.615,0.000,0.888,0.000
2477,842.542,107.008,113.051,52.442,70.141,36.485,0.000,1.925,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.610,0.000,0.887,0.000
2478,842.878,126.564,113.251,52.339,70.040,36.795,0.000,1.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.605,0.000,0.886,0.000
2479,843.215,122.416,113.451,52.236,69.940,37.103,0.000,1.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.600,0.000,0.885,0.000
2480,843.551,108.194,113.650,52.133,69.841,37.409,0.000,1.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.595,0.000,0.884,0.000
2481,843.887,134.009,113.847,52.030,69.743,37.712,0.000,1.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.590,0.000,0.882,0.000
2482,844.223,110.676,114.044,51.927,69.646,38.013,0.000,1.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.585,0.000,0.881,0.000
2483,844.559,150.379,114.240,51.824,69.550,38.311,0.000,1.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.580,0.000,0.880,0.000
2484,844.895,128.750,114.434,51.721,69.455,38.606,0.000,1.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.576,0.000,0.879,0.000
2485,845.230,158.860,114.627,51.618,69.362,38.898,0.000,1.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.571,0.000,0.878,0.000
2486,845.566,124.935,114.819,51.516,69.270,39.187,0.000,1.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.566,0.000,0.876,0.000
2487,845.902,121.712,115.009,51.413,69.181,39.472,0.000,1.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.561,0.000,0.875,0.000
2488,846.238,155.194,115.197,51.310,69.092,39.753,0.000,1.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.556,0.000,0.874,0.000
2489,846.574,113.417,115.384,51.207,69.006,40.031,0.000,1.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.551,0.000,0.873,0.000
2490,846.910,120.416,115.569,51.104,68.922,40.304,0.000,1.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.546,0.000,0.872,0.000
2491,847.246,121.120,115.753,51.001,68.841,40.573,0.000,1.925,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.542,0.000,0.870,0.000
2492,847.582,154.638,115.935,50.898,68.762,40.837,0.000,1.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.537,0.000,0.869,0.000
2493,847.918,119.712,116.115,50.795,68.686,41.097,0.000,1.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.532,0.000,0.868,0.000
2494,848.254,146.083,116.293,50.692,68.612,41.351,0.000,1.934,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.527,0.000,0.867,0.000
2495,848.589,145.193,116.470,50.589,68.542,41.601,0.000,1.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.522,0.000,0.866,0.000
2496,848.925,141.786,116.644,50.486,68.474,41.845,0.000,1.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.517,0.000,0.865,0.000
2497,849.261,126.379,116.817,50.383,68.410,42.084,0.000,1.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.513,0.000,0.863,0.000
2498,849.597,138.156,116.988,50.280,68.349,42.317,0.000,1.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.508,0.000,0.862,0.000
2499,849.933,118.526,117.156,50.177,68.292,42.544,0.000,1.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.503,0.000,0.861,0.000
2500,850.268,132.638,117.322,50.074,68.238,42.765,0.000,1.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.498,0.000,0.860,0.000
2501,850.604,126.453,117.487,49.971,68.189,42.979,0.000,1.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.493,0.000,0.859,0.000
2502,850.940,129.120,117.649,49.868,68.143,43.188,0.000,1.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.489,0.000,0.857,0.000
2503,851.276,122.564,117.809,49.765,68.101,43.389,0.000,1.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.484,0.000,0.856,0.000
2504,851.611,135.971,117.967,49.663,68.064,43.585,0.000,1.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.479,0.000,0.855,0.000
2505,851.947,141.712,118.122,49.560,68.031,43.773,0.000,1.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.474,0.000,0.854,0.000
2506,852.283,143.008,118.276,49.457,68.002,43.954,0.000,1.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.469,0.000,0.853,0.000
2507,852.619,128.267,118.428,49.354,67.979,44.128,0.000,2.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.465,0.000,0.852,0.000
2508,852.954,137.823,118.577,49.251,67.961,44.294,0.000,2.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.460,0.000,0.850,0.000
2509,853.290,141.083,118.725,49.148,67.947,44.453,0.000,2.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.455,0.000,0.849,0.000
2510,853.626,128.120,118.870,49.045,67.940,44.604,0.000,2.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.450,0.000,0.848,0.000
2511,853.961,146.823,119.014,48.942,67.938,44.748,0.000,2.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.446,0.000,0.847,0.000
2512,854.297,125.157,119.156,48.839,67.942,44.884,0.000,2.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.441,0.000,0.846,0.000
2513,854.632,151.416,119.297,48.736,67.952,45.011,0.000,2.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.436,0.000,0.845,0.000
2514,854.968,134.971,119.436,48.633,67.968,45.131,0.000,2.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.431,0.000,0.843,0.000
2515,855.304,139.231,119.573,48.530,67.990,45.242,0.000,2.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.426,0.000,0.842,0.000
2516,855.639,136.045,119.709,48.427,68.020,45.345,0.000,2.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.422,0.000,0.841,0.000
2517,855.975,134.934,119.844,48.324,68.056,45.440,0.000,2.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.417,0.000,0.840,0.000
2518,856.310,131.898,119.978,48.221,68.099,45.526,0.000,2.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.412,0.000,0.839,0.000
2519,856.646,129.860,120.111,48.118,68.150,45.603,0.000,2.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.407,0.000,0.837,0.000
2520,856.981,141.046,120.243,48.015,68.208,45.672,0.000,2.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.403,0.000,0.836,0.000
2521,857.317,167.750,120.374,47.912,68.275,45.731,0.000,2.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.398,0.000,0.835,0.000
2522,857.652,142.527,120.505,47.809,68.349,45.782,0.000,2.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.393,0.000,0.834,0.000
2523,857.988,139.898,120.636,47.707,68.431,45.824,0.000,2.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.388,0.000,0.833,0.000
2524,858.323,139.342,120.766,47.604,68.522,45.858,0.000,2.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.384,0.000,0.832,0.000
2525,858.659,155.194,120.896,47.501,68.622,45.882,0.000,2.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.379,0.000,0.830,0.000
2526,858.994,147.083,121.027,47.398,68.730,45.897,0.000,2.196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.374,0.000,0.829,0.000
2527,859.330,153.268,121.158,47.295,68.848,45.903,0.000,2.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.369,0.000,0.828,0.000
2528,859.665,146.564,121.290,47.192,68.975,45.900,0.000,2.223,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.365,0.000,0.827,0.000
2529,860.001,154.342,121.422,47.089,69.112,45.888,0.000,2.237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.360,0.000,0.826,0.000
2530,860.336,183.824,121.556,46.986,69.259,45.866,0.000,2.251,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.355,0.000,0.825,0.000
2531,860.672,142.675,121.691,46.883,69.415,45.836,0.000,2.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.350,0.000,0.823,0.000
2532,861.007,153.083,121.828,46.780,69.583,45.796,0.000,2.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.346,0.000,0.822,0.000
2533,861.342,151.490,121.968,46.677,69.760,45.748,0.000,2.296,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.342,0.000,0.821,0.000
2534,861.678,142.564,122.109,46.574,69.949,45.690,0.000,2.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.338,0.000,0.820,0.000
2535,862.013,178.859,122.252,46.471,70.149,45.623,0.000,2.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.333,0.000,0.819,0.000
2536,862.348,142.787,122.398,46.368,70.360,45.547,0.000,2.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.328,0.000,0.818,0.000
2537,862.684,143.231,122.546,46.265,70.582,45.462,0.000,2.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.324,0.000,0.816,0.000
2538,863.019,174.268,122.698,46.162,70.817,45.368,0.000,2.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.319,0.000,0.815,0.000
2539,863.354,156.564,122.853,46.059,71.063,45.266,0.000,2.396,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.314,0.000,0.814,0.000
2540,863.690,166.416,123.013,45.956,71.322,45.154,0.000,2.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.309,0.000,0.813,0.000
2541,864.025,162.231,123.176,45.854,71.593,45.033,0.000,2.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.305,0.000,0.812,0.000
2542,864.360,139.897,123.344,45.751,71.878,44.904,0.000,2.451,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.300,0.000,0.811,0.000
2543,864.695,130.527,123.517,45.648,72.175,44.767,0.000,2.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.295,0.000,0.809,0.000
2544,865.031,183.157,123.695,45.545,72.485,44.620,0.000,2.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.291,0.000,0.808,0.000
2545,865.366,164.824,123.878,45.442,72.809,44.466,0.000,2.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.286,0.000,0.807,0.000
2546,865.701,149.267,124.068,45.339,73.147,44.303,0.000,2.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.281,0.000,0.806,0.000
2547,866.036,141.231,124.263,45.236,73.499,44.131,0.000,2.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.277,0.000,0.805,0.000
2548,866.371,160.860,124.465,45.133,73.865,43.952,0.000,2.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.272,0.000,0.804,0.000
2549,866.707,190.157,124.675,45.030,74.245,43.764,0.000,2.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.267,0.000,0.802,0.000
2550,867.042,152.824,124.891,44.927,74.641,43.569,0.000,2.618,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.262,0.000,0.801,0.000
2551,867.377,153.786,125.116,44.824,75.051,43.366,0.000,2.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.258,0.000,0.800,0.000
2552,867.712,167.193,125.348,44.721,75.477,43.155,0.000,2.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.253,0.000,0.799,0.000
2553,868.047,174.416,125.589,44.618,75.919,42.937,0.000,2.687,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.248,0.000,0.798,0.000
2554,868.382,171.193,125.839,44.515,76.376,42.711,0.000,2.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.244,0.000,0.797,0.000
2555,868.717,175.267,126.097,44.412,76.849,42.478,0.000,2.735,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.239,0.000,0.796,0.000
2556,869.053,181.157,126.365,44.309,77.339,42.238,0.000,2.759,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.234,0.000,0.794,0.000
2557,869.388,207.750,126.643,44.206,77.845,41.991,0.000,2.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.230,0.000,0.793,0.000
2558,869.723,201.194,126.931,44.103,78.368,41.738,0.000,2.808,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.225,0.000,0.792,0.000
2559,870.058,179.639,127.230,44.001,78.909,41.478,0.000,2.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.220,0.000,0.791,0.000
