ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Xray-Pb,Xray-Th
253,77.895,4469.348,2951.823,714.828,204.909,144.511,201.013,21.496,10.159,3.863,0.208,2118.067,247.565
254,78.235,4346.018,2851.058,717.416,207.428,145.963,200.813,21.726,10.335,4.058,0.211,2006.580,253.912
255,78.576,4253.240,2755.221,720.004,209.927,147.402,200.305,21.953,10.511,4.268,0.213,1900.096,260.512
256,78.917,4214.132,2665.759,722.591,212.403,148.826,199.519,22.176,10.687,4.484,0.216,1800.035,267.380
257,79.258,4061.651,2583.996,725.179,214.859,150.235,198.492,22.396,10.861,4.701,0.219,1707.657,274.543
258,79.599,3900.798,2511.121,727.767,217.299,151.634,197.265,22.614,11.034,4.917,0.221,1624.058,282.045
259,79.940,3726.579,2448.168,730.354,219.732,153.027,195.885,22.828,11.204,5.130,0.224,1550.169,289.936
260,80.281,3631.134,2395.940,732.942,222.167,154.420,194.399,23.042,11.371,5.336,0.226,1486.675,298.271
261,80.622,3383.497,2354.328,735.529,224.612,155.816,192.858,23.254,11.535,5.535,0.228,1433.355,307.099
262,80.962,3185.203,2321.815,738.117,227.074,157.221,191.309,23.465,11.697,5.723,0.231,1388.602,316.460
263,81.303,3096.685,2297.876,740.705,229.561,158.637,189.803,23.677,11.854,5.897,0.233,1351.764,326.414
264,81.644,2820.208,2282.047,743.292,232.085,160.070,188.389,23.890,12.009,6.056,0.236,1322.248,337.031
265,81.985,2814.021,2273.732,745.880,234.657,161.525,187.115,24.104,12.159,6.197,0.238,1299.317,348.385
266,82.326,2758.096,2272.213,748.468,237.287,163.007,186.022,24.321,12.307,6.317,0.241,1282.121,360.556
267,82.667,2539.281,2276.651,751.055,239.985,164.517,185.118,24.541,12.451,6.416,0.243,1269.729,373.615
268,83.008,2489.467,2286.164,753.643,242.756,166.058,184.403,24.764,12.591,6.492,0.246,1261.180,387.638
269,83.349,2387.203,2299.940,756.231,245.613,167.633,183.894,24.991,12.729,6.543,0.248,1255.535,402.720
270,83.691,2485.837,2317.108,758.818,248.565,169.245,183.605,25.223,12.863,6.568,0.251,1251.786,418.965
271,84.032,2216.063,2336.750,761.406,251.624,170.899,183.549,25.459,12.996,6.568,0.254,1248.878,436.488
272,84.373,2390.801,2357.842,763.993,254.793,172.595,183.725,25.701,13.126,6.542,0.257,1245.839,455.228
273,84.714,2323.802,2379.187,766.581,258.063,174.335,184.118,25.949,13.255,6.491,0.259,1241.787,474.892
274,85.055,2264.507,2399.800,769.169,261.430,176.119,184.718,26.202,13.383,6.416,0.262,1235.952,495.280
275,85.396,2320.914,2419.064,771.756,264.897,177.949,185.514,26.461,13.511,6.317,0.265,1227.767,516.347
276,85.737,2343.206,2436.455,774.344,268.465,179.825,186.495,26.725,13.639,6.196,0.268,1216.760,538.042
277,86.078,2413.062,2451.383,776.932,272.136,181.750,187.644,26.995,13.768,6.056,0.272,1202.409,560.316
278,86.420,2351.287,2463.354,779.519,275.903,183.721,188.930,27.271,13.899,5.898,0.275,1184.314,583.105
279,86.761,2468.099,2472.028,782.107,279.758,185.735,190.320,27.551,14.031,5.725,0.278,1162.240,606.351
280,87.102,2419.135,2477.242,784.695,283.698,187.790,191.787,27.835,14.166,5.539,0.281,1136.099,630.009
281,87.443,2473.284,2478.989,787.282,287.720,189.885,193.310,28.122,14.304,5.343,0.285,1105.932,654.048
282,87.785,2544.358,2477.390,789.870,291.823,192.021,194.867,28.414,14.445,5.139,0.288,1071.897,678.456
283,88.126,2530.062,2472.584,792.457,296.003,194.196,196.438,28.708,14.591,4.931,0.292,1034.249,703.136
284,88.467,2617.987,2464.088,795.045,300.223,196.405,197.995,29.004,14.740,4.720,0.295,993.322,727.342
285,88.808,2604.918,2451.766,797.633,304.458,198.642,199.515,29.303,14.892,4.510,0.299,949.522,750.585
286,89.150,2595.174,2435.781,800.220,308.695,200.904,200.982,29.603,15.046,4.302,0.303,903.303,772.602
287,89.491,2453.508,2416.370,802.808,312.921,203.189,202.385,29.904,15.203,4.098,0.306,855.157,793.164
288,89.832,2555.396,2393.815,805.396,317.125,205.494,203.720,30.206,15.362,3.900,0.310,805.600,812.055
289,90.174,2558.358,2368.399,807.983,321.292,207.815,204.973,30.508,15.523,3.710,0.314,755.150,829.069
290,90.515,2636.647,2340.370,810.571,325.395,210.141,206.118,30.810,15.685,3.530,0.318,704.321,844.009
291,90.857,2570.321,2310.025,813.158,329.419,212.466,207.144,31.112,15.847,3.359,0.322,653.607,856.705
292,91.198,2471.021,2277.663,815.746,333.351,214.786,208.046,31.413,16.009,3.199,0.326,603.475,867.013
293,91.539,2555.469,2243.581,818.334,337.181,217.098,208.823,31.713,16.170,3.050,0.330,554.355,874.815
294,91.881,2442.099,2208.068,820.921,340.901,219.398,209.476,32.012,16.330,2.913,0.333,506.636,880.025
295,92.222,2357.169,2171.386,823.509,344.496,221.678,210.006,32.309,16.487,2.787,0.337,460.656,882.583
296,92.564,2363.360,2133.769,826.097,347.952,223.931,210.418,32.606,16.639,2.673,0.341,416.700,882.462
297,92.905,2318.247,2095.453,828.684,351.264,226.152,210.716,32.901,16.787,2.570,0.345,374.999,879.671
298,93.247,2404.136,2056.660,831.272,354.426,228.338,210.909,33.195,16.929,2.477,0.349,335.732,874.255
299,93.588,2296.506,2017.597,833.860,357.438,230.485,211.006,33.487,17.065,2.395,0.353,299.024,866.294
300,93.930,2185.129,1978.455,836.447,360.296,232.589,211.017,33.779,17.194,2.322,0.357,264.952,855.898
301,94.272,2045.389,1939.399,839.035,362.991,234.647,210.949,34.069,17.316,2.258,0.361,233.549,843.207
302,94.613,1925.763,1900.585,841.622,365.519,236.655,210.811,34.358,17.430,2.202,0.365,204.803,828.391
303,94.955,1998.762,1862.174,844.210,367.882,238.611,210.615,34.645,17.536,2.153,0.369,178.665,811.646
304,95.296,1974.463,1824.319,846.798,370.084,240.513,210.370,34.932,17.634,2.111,0.373,155.055,793.195
305,95.638,1804.432,1787.172,849.385,372.131,242.361,210.088,35.216,17.724,2.075,0.376,133.867,773.280
306,95.980,1794.392,1747.274,848.373,372.708,243.206,209.086,35.356,17.745,2.038,0.379,114.960,751.742
307,96.321,1689.979,1708.362,847.360,373.130,243.986,208.057,35.492,17.757,2.005,0.381,98.213,729.285
308,96.663,1613.318,1670.580,846.347,373.406,244.701,207.013,35.626,17.761,1.977,0.383,83.472,706.187
309,97.005,1564.056,1634.074,845.334,373.548,245.352,205.962,35.756,17.757,1.953,0.385,70.577,682.729
310,97.346,1555.575,1598.987,844.322,373.568,245.942,204.913,35.884,17.745,1.932,0.387,59.367,659.193
311,97.688,1507.237,1565.463,843.309,373.480,246.475,203.876,36.010,17.726,1.913,0.389,49.681,635.857
312,98.030,1425.015,1533.633,842.296,373.296,246.952,202.857,36.132,17.701,1.896,0.391,41.363,612.988
313,98.372,1425.905,1503.657,841.283,373.029,247.377,201.864,36.252,17.669,1.880,0.393,34.288,590.846
314,98.713,1338.642,1475.741,840.270,372.694,247.753,200.904,36.370,17.633,1.866,0.395,28.388,569.680
315,99.055,1222.792,1449.993,839.258,372.309,248.086,199.984,36.485,17.592,1.853,0.397,23.503,549.726
316,99.397,1272.341,1426.488,838.245,371.889,248.383,199.113,36.598,17.547,1.841,0.398,19.458,531.201
317,99.739,1221.089,1405.163,837.232,371.447,248.647,198.296,36.709,17.500,1.831,0.400,16.109,514.164
318,100.081,1205.828,1385.719,836.219,370.986,248.883,197.540,36.818,17.451,1.820,0.402,13.337,498.422
319,100.422,1101.685,1368.003,835.207,370.515,249.096,196.849,36.925,17.401,1.811,0.403,11.042,483.901
320,100.764,1125.123,1351.959,834.194,370.043,249.291,196.231,37.031,17.350,1.803,0.405,9.141,470.602
321,101.106,1168.086,1337.515,833.181,369.583,249.474,195.692,37.134,17.300,1.795,0.406,7.568,458.500
322,101.448,1114.829,1324.583,832.168,369.144,249.650,195.234,37.237,17.251,1.788,0.408,6.266,447.544
323,101.790,1099.863,1313.040,831.156,368.727,249.821,194.850,37.337,17.204,1.782,0.409,5.187,437.659
324,102.132,1127.270,1302.743,830.143,368.334,249.991,194.529,37.437,17.159,1.776,0.410,4.295,428.749
325,102.474,1077.346,1293.557,829.130,367.967,250.161,194.270,37.534,17.117,1.771,0.412,3.555,420.706
326,102.816,1095.386,1285.352,828.117,367.632,250.337,194.069,37.630,17.078,1.767,0.413,2.943,413.417
327,103.158,1133.641,1277.987,827.105,367.332,250.521,193.926,37.725,17.043,1.763,0.414,2.437,406.761
328,103.500,1125.782,1271.300,826.092,367.068,250.717,193.836,37.819,17.012,1.760,0.416,2.017,400.590
329,103.842,1040.899,1265.101,825.079,366.833,250.921,193.791,37.911,16.985,1.757,0.417,1.670,394.750
330,104.184,1009.010,1259.220,824.066,366.623,251.133,193.786,38.000,16.961,1.755,0.418,1.383,389.096
331,104.526,987.486,1253.498,823.053,366.434,251.352,193.814,38.088,16.940,1.753,0.419,1.145,383.487
332,104.868,990.191,1247.791,822.041,366.265,251.581,193.870,38.173,16.921,1.752,0.420,0.948,377.794
333,105.210,1009.303,1241.967,821.028,366.113,251.817,193.951,38.256,16.906,1.751,0.421,0.785,371.899
334,105.552,994.857,1235.901,820.015,365.975,252.061,194.049,38.337,16.894,1.750,0.422,0.650,365.698
335,105.894,1044.006,1229.480,819.002,365.840,252.308,194.156,38.414,16.883,1.749,0.423,0.538,359.101
336,106.236,1005.191,1222.609,817.990,365.705,252.556,194.266,38.489,16.874,1.748,0.424,0.445,352.034
337,106.578,1057.707,1215.218,816.977,365.564,252.803,194.373,38.560,16.867,1.748,0.425,0.369,344.441
338,106.920,973.484,1207.254,815.964,365.415,253.048,194.473,38.628,16.861,1.747,0.426,0.305,336.282
339,107.262,948.523,1198.713,814.951,365.253,253.289,194.561,38.692,16.855,1.746,0.427,0.253,327.568
340,107.605,968.043,1189.581,813.939,365.076,253.523,194.631,38.752,16.849,1.746,0.427,0.209,318.298
341,107.947,979.114,1179.834,812.926,364.877,253.745,194.680,38.808,16.844,1.745,0.428,0.173,308.465
342,108.289,997.817,1169.468,811.913,364.651,253.954,194.702,38.859,16.837,1.744,0.429,0.143,298.078
343,108.631,945.039,1158.506,810.900,364.397,254.148,194.697,38.906,16.830,1.743,0.429,0.119,287.167
344,108.973,1026.820,1146.984,809.888,364.113,254.325,194.662,38.949,16.821,1.742,0.430,0.098,275.775
345,109.316,910.931,1134.955,808.875,363.797,254.483,194.594,38.986,16.810,1.740,0.430,0.081,263.963
346,109.658,977.297,1122.479,807.862,363.447,254.620,194.491,39.019,16.798,1.738,0.430,0.067,251.798
347,110.000,1017.107,1109.626,806.849,363.062,254.733,194.349,39.046,16.783,1.737,0.431,0.056,239.359
348,110.342,931.959,1096.474,805.836,362.643,254.821,194.168,39.069,16.766,1.734,0.431,0.046,226.726
349,110.685,980.593,1083.109,804.824,362.190,254.883,193.947,39.086,16.747,1.732,0.431,0.038,213.984
350,111.027,910.295,1069.619,803.811,361.706,254.920,193.688,39.098,16.725,1.730,0.431,0.032,201.219
351,111.369,910.184,1056.088,802.798,361.193,254.930,193.392,39.106,16.700,1.727,0.431,0.026,188.514
352,111.712,924.366,1042.598,801.785,360.650,254.912,193.059,39.108,16.673,1.724,0.431,0.022,175.950
353,112.054,916.370,1029.232,800.773,360.082,254.867,192.691,39.106,16.643,1.722,0.431,0.018,163.604
354,112.396,920.435,1016.065,799.760,359.491,254.796,192.291,39.098,16.611,1.719,0.431,0.015,151.545
355,112.739,918.327,1003.171,798.747,358.881,254.699,191.862,39.087,16.576,1.716,0.430,0.012,139.839
356,113.081,826.587,990.615,797.734,358.257,254.577,191.408,39.071,16.539,1.713,0.430,0.010,128.540
357,113.424,844.626,978.449,796.722,357.621,254.432,190.929,39.052,16.500,1.710,0.430,0.008,117.698
358,113.766,860.437,966.722,795.709,356.976,254.264,190.430,39.028,16.459,1.708,0.429,0.007,107.353
359,114.108,852.438,955.475,794.696,356.326,254.074,189.914,39.001,16.416,1.705,0.429,0.006,97.536
360,114.451,817.919,944.742,793.683,355.676,253.865,189.384,38.971,16.372,1.703,0.429,0.005,88.271
361,114.793,846.362,934.550,792.671,355.029,253.639,188.843,38.938,16.327,1.701,0.428,0.004,79.574
362,115.136,939.177,924.914,791.658,354.389,253.397,188.295,38.903,16.281,1.699,0.428,0.003,71.452
363,115.478,794.956,915.841,790.645,353.757,253.141,187.742,38.865,16.235,1.697,0.427,0.003,63.907
364,115.821,856.840,907.332,789.632,353.136,252.870,187.186,38.825,16.189,1.696,0.427,0.002,56.935
365,116.163,886.723,899.386,788.619,352.529,252.589,186.630,38.783,16.142,1.696,0.426,0.002,50.523
366,116.506,866.844,891.998,787.607,351.940,252.298,186.078,38.740,16.096,1.696,0.425,0.002,44.658
367,116.848,839.838,885.154,786.594,351.371,252.001,185.531,38.695,16.050,1.696,0.425,0.001,39.318
368,117.191,854.650,878.836,785.581,350.825,251.697,184.992,38.650,16.005,1.697,0.424,0.001,34.480
369,117.534,773.397,873.019,784.568,350.300,251.387,184.461,38.604,15.960,1.698,0.424,0.001,30.118
370,117.876,805.691,867.681,783.556,349.800,251.073,183.941,38.556,15.917,1.700,0.423,0.001,26.204
371,118.219,931.656,862.799,782.543,349.325,250.757,183.432,38.509,15.875,1.703,0.422,0.001,22.709
372,118.561,853.134,858.348,781.530,348.878,250.439,182.938,38.461,15.835,1.706,0.422,0.000,19.604
373,118.904,840.654,854.302,780.517,348.461,250.121,182.458,38.413,15.796,1.710,0.421,0.000,16.857
374,119.247,842.539,850.630,779.505,348.071,249.803,181.993,38.365,15.758,1.715,0.421,0.000,14.438
375,119.589,862.466,847.303,778.492,347.710,249.485,181.544,38.317,15.722,1.720,0.420,0.000,12.318
376,119.932,847.238,844.296,777.479,347.379,249.168,181.112,38.269,15.688,1.726,0.419,0.000,10.469
377,120.275,812.499,841.600,776.466,347.078,248.852,180.696,38.222,15.656,1.733,0.419,0.000,8.878
378,120.617,824.169,839.199,775.454,346.809,248.540,180.299,38.174,15.625,1.741,0.418,0.000,7.525
379,120.960,792.982,837.060,774.441,346.573,248.231,179.920,38.128,15.596,1.749,0.418,0.000,6.378
380,121.303,863.426,835.148,773.428,346.367,247.925,179.558,38.081,15.569,1.759,0.417,0.000,5.405
381,121.646,764.313,833.438,772.415,346.192,247.620,179.213,38.035,15.543,1.770,0.417,0.000,4.581
382,121.988,865.536,831.909,771.403,346.049,247.319,178.886,37.989,15.520,1.781,0.416,0.000,3.882
383,122.331,897.462,830.545,770.390,345.939,247.021,178.577,37.944,15.497,1.794,0.415,0.000,3.289
384,122.674,806.200,829.330,769.377,345.862,246.727,178.287,37.899,15.477,1.807,0.415,0.000,2.787
385,123.017,860.568,828.238,768.364,345.807,246.437,178.014,37.855,15.458,1.822,0.414,0.000,2.362
386,123.360,944.308,827.245,767.351,345.764,246.149,177.757,37.811,15.440,1.838,0.414,0.000,2.001
387,123.702,861.162,826.335,766.339,345.730,245.864,177.516,37.767,15.424,1.855,0.413,0.000,1.696
388,124.045,870.352,825.499,765.326,345.700,245.581,177.290,37.724,15.409,1.874,0.413,0.000,1.437
389,124.388,893.012,824.725,764.313,345.673,245.302,177.079,37.681,15.395,1.894,0.412,0.000,1.218
390,124.731,897.602,824.007,763.300,345.646,245.027,176.882,37.639,15.382,1.915,0.412,0.000,1.032
391,125.074,1016.269,823.329,762.288,345.613,244.753,176.699,37.596,15.371,1.937,0.411,0.000,0.874
392,125.417,1003.677,822.681,761.275,345.572,244.482,176.526,37.555,15.360,1.959,0.411,0.000,0.741
393,125.760,876.339,822.055,760.262,345.519,244.213,176.365,37.513,15.350,1.981,0.410,0.000,0.628
394,126.103,1038.381,821.446,759.249,345.450,243.946,176.215,37.472,15.341,2.002,0.410,0.000,0.532
395,126.446,1032.487,820.848,758.237,345.365,243.681,176.076,37.431,15.333,2.024,0.409,0.000,0.451
396,126.789,919.785,820.255,757.224,345.259,243.419,175.946,37.390,15.326,2.045,0.409,0.000,0.382
397,127.131,1012.785,819.656,756.211,345.128,243.157,175.824,37.350,15.318,2.065,0.408,0.000,0.324
398,127.474,959.819,819.046,755.198,344.970,242.897,175.709,37.309,15.312,2.085,0.408,0.000,0.274
399,127.817,987.558,818.421,754.186,344.781,242.638,175.601,37.269,15.305,2.104,0.407,0.000,0.232
400,128.160,1013.075,817.780,753.173,344.562,242.380,175.499,37.229,15.299,2.121,0.407,0.000,0.197
401,128.503,1005.601,817.119,752.160,344.311,242.124,175.404,37.189,15.294,2.137,0.406,0.000,0.167
402,128.847,992.631,816.432,751.147,344.024,241.869,175.313,37.150,15.288,2.151,0.406,0.000,0.141
403,129.190,986.075,815.714,750.134,343.700,241.614,175.226,37.110,15.283,2.164,0.405,0.000,0.120
404,129.533,1025.075,814.964,749.122,343.339,241.360,175.141,37.071,15.277,2.175,0.405,0.000,0.102
405,129.876,984.149,814.181,748.109,342.940,241.107,175.060,37.031,15.272,2.184,0.405,0.000,0.086
406,130.219,1057.518,813.366,747.096,342.504,240.854,174.982,36.992,15.267,2.191,0.404,0.000,0.073
407,130.562,971.778,812.517,746.083,342.032,240.603,174.905,36.953,15.262,2.196,0.404,0.000,0.062
408,130.905,926.892,811.630,745.071,341.522,240.351,174.830,36.914,15.257,2.198,0.403,0.000,0.052
409,131.248,1075.625,810.706,744.058,340.976,240.099,174.754,36.874,15.251,2.198,0.403,0.000,0.044
410,131.591,1042.404,809.746,743.045,340.395,239.846,174.679,36.835,15.246,2.196,0.402,0.000,0.038
411,131.934,1026.035,808.753,742.032,339.781,239.594,174.603,36.796,15.240,2.191,0.402,0.000,0.032
412,132.278,1023.998,807.729,741.020,339.138,239.343,174.528,36.757,15.234,2.184,0.401,0.000,0.027
413,132.621,998.443,806.674,740.007,338.465,239.091,174.452,36.718,15.228,2.174,0.401,0.000,0.023
414,132.964,1022.480,805.588,738.994,337.767,238.839,174.374,36.679,15.222,2.162,0.400,0.000,0.019
415,133.307,1011.402,804.471,737.981,337.043,238.585,174.293,36.640,15.215,2.148,0.400,0.000,0.016
416,133.650,1070.103,803.329,736.969,336.300,238.332,174.210,36.601,15.209,2.132,0.399,0.000,0.014
417,133.994,1027.476,802.166,735.956,335.539,238.078,174.125,36.562,15.202,2.114,0.399,0.000,0.012
418,134.337,1052.546,800.986,734.943,334.764,237.824,174.038,36.523,15.194,2.093,0.398,0.000,0.010
419,134.680,971.217,799.787,733.930,333.978,237.569,173.948,36.484,15.187,2.071,0.398,0.000,0.008
420,135.023,995.769,798.572,732.917,333.183,237.312,173.854,36.444,15.179,2.047,0.397,0.000,0.007
421,135.367,1015.400,797.346,731.905,332.382,237.055,173.757,36.405,15.171,2.022,0.397,0.000,0.006
422,135.710,1031.139,796.111,730.892,331.579,236.797,173.656,36.366,15.162,1.995,0.396,0.000,0.005
423,136.053,969.916,794.874,729.879,330.777,236.539,173.554,36.326,15.153,1.968,0.396,0.000,0.004
424,136.397,980.360,793.637,728.866,329.980,236.280,173.448,36.287,15.144,1.939,0.395,0.000,0.004
425,136.740,948.026,792.397,727.854,329.188,236.020,173.338,36.247,15.134,1.910,0.395,0.000,0.003
426,137.083,897.287,791.159,726.841,328.405,235.758,173.223,36.207,15.124,1.880,0.394,0.000,0.003
427,137.427,959.432,789.926,725.828,327.632,235.495,173.106,36.167,15.114,1.849,0.394,0.000,0.002
428,137.770,939.542,788.703,724.815,326.873,235.232,172.985,36.127,15.103,1.819,0.393,0.000,0.002
429,138.113,967.949,787.493,723.803,326.131,234.968,172.861,36.087,15.092,1.788,0.393,0.000,0.002
430,138.457,906.764,786.294,722.790,325.406,234.704,172.734,36.047,15.081,1.758,0.392,0.000,0.001
431,138.800,942.095,785.107,721.777,324.698,234.437,172.603,36.007,15.069,1.728,0.392,0.000,0.001
432,139.144,872.690,783.933,720.764,324.009,234.170,172.468,35.966,15.057,1.699,0.391,0.000,0.001
433,139.487,905.353,782.775,719.752,323.341,233.902,172.328,35.925,15.045,1.670,0.391,0.000,0.001
434,139.830,898.355,781.635,718.739,322.695,233.634,172.186,35.885,15.032,1.641,0.390,0.000,0.001
435,140.174,915.164,780.516,717.726,322.072,233.365,172.041,35.844,15.019,1.614,0.390,0.000,0.001
436,140.517,875.762,779.414,716.713,321.471,233.095,171.893,35.803,15.006,1.588,0.389,0.000,0.001
437,140.861,847.240,778.328,715.700,320.891,232.824,171.740,35.762,14.993,1.562,0.389,0.000,0.000
438,141.204,929.496,777.260,714.688,320.334,232.552,171.583,35.721,14.979,1.538,0.389,0.000,0.000
439,141.548,882.388,776.212,713.675,319.800,232.280,171.423,35.680,14.964,1.515,0.388,0.000,0.000
440,141.891,880.166,775.185,712.662,319.289,232.008,171.261,35.639,14.950,1.493,0.388,0.000,0.000
441,142.235,922.758,774.179,711.649,318.800,231.735,171.096,35.597,14.935,1.473,0.387,0.000,0.000
442,142.579,927.347,773.189,710.637,318.332,231.461,170.927,35.556,14.920,1.453,0.387,0.000,0.000
443,142.922,910.568,772.215,709.624,317.885,231.187,170.755,35.514,14.905,1.435,0.386,0.000,0.000
444,143.266,855.754,774.516,711.869,318.802,231.909,171.276,35.625,14.950,1.423,0.387,0.000,0.000
445,143.609,893.976,776.837,714.114,319.739,232.632,171.795,35.736,14.995,1.413,0.388,0.000,0.000
446,143.953,989.158,779.176,716.359,320.696,233.354,172.312,35.846,15.040,1.403,0.389,0.000,0.000
447,144.296,844.974,781.531,718.604,321.672,234.077,172.825,35.957,15.084,1.395,0.391,0.000,0.000
448,144.640,893.050,783.900,720.849,322.666,234.799,173.334,36.067,15.128,1.388,0.392,0.000,0.000
449,144.984,902.787,786.284,723.094,323.676,235.522,173.841,36.177,15.172,1.382,0.393,0.000,0.000
450,145.327,959.418,788.682,725.339,324.704,236.244,174.344,36.288,15.216,1.377,0.394,0.000,0.000
451,145.671,909.862,791.097,727.584,325.748,236.967,174.845,36.398,15.260,1.374,0.395,0.000,0.000
452,146.015,839.785,793.530,729.829,326.811,237.691,175.345,36.508,15.303,1.371,0.396,0.000,0.000
453,146.358,867.227,795.985,732.074,327.891,238.416,175.845,36.619,15.346,1.369,0.398,0.000,0.000
454,146.702,878.785,798.458,734.319,328.985,239.145,176.346,36.730,15.390,1.369,0.399,0.000,0.000
455,147.046,844.452,800.938,736.564,330.085,239.875,176.846,36.841,15.433,1.369,0.400,0.000,0.000
456,147.389,861.415,803.419,738.809,331.188,240.605,177.343,36.952,15.476,1.370,0.401,0.000,0.000
457,147.733,932.525,805.899,741.054,332.293,241.334,177.836,37.062,15.519,1.372,0.402,0.000,0.000
458,148.077,910.005,808.377,743.299,333.400,242.063,178.326,37.173,15.562,1.374,0.403,0.000,0.000
459,148.421,824.454,810.853,745.544,334.507,242.792,178.814,37.283,15.604,1.378,0.405,0.000,0.000
460,148.764,908.078,813.328,747.789,335.614,243.522,179.299,37.394,15.646,1.382,0.406,0.000,0.000
461,149.108,891.599,815.800,750.034,336.719,244.252,179.781,37.504,15.688,1.386,0.407,0.000,0.000
462,149.452,880.337,818.270,752.279,337.822,244.982,180.263,37.615,15.730,1.392,0.408,0.000,0.000
463,149.796,927.374,820.738,754.524,338.923,245.714,180.743,37.725,15.772,1.398,0.409,0.000,0.000
