ch,keV,net,model,continuum_raw,untied_tail,Pb-212,Ra-224,continuum
409,149.201,9.093,2.424,0.000,0.000,2.236,0.188,0.000
410,149.584,0.000,2.418,0.000,0.000,2.230,0.187,0.000
411,149.966,0.000,2.412,0.000,0.000,2.225,0.187,0.000
412,150.349,0.000,2.406,0.000,0.000,2.219,0.186,0.000
413,150.731,0.000,2.399,0.000,0.000,2.213,0.186,0.000
414,151.114,0.000,2.393,0.000,0.000,2.207,0.185,0.000
415,151.496,0.000,2.386,0.000,0.000,2.201,0.185,0.000
416,151.879,0.000,2.379,0.000,0.000,2.195,0.184,0.000
417,152.262,0.000,2.372,0.000,0.000,2.189,0.184,0.000
418,152.644,0.000,2.365,0.000,0.000,2.182,0.183,0.000
419,153.027,0.000,2.358,0.000,0.000,2.175,0.183,0.000
420,153.410,0.000,2.350,0.000,0.000,2.168,0.182,0.000
421,153.792,0.000,2.343,0.000,0.000,2.161,0.181,0.000
422,154.175,0.000,2.335,0.000,0.000,2.154,0.181,0.000
423,154.558,0.000,2.327,0.000,0.000,2.147,0.180,0.000
424,154.940,0.000,2.320,0.000,0.000,2.140,0.180,0.000
425,155.323,0.000,2.312,0.000,0.000,2.133,0.179,0.000
426,155.706,0.000,2.304,0.000,0.000,2.125,0.179,0.000
427,156.089,0.000,2.296,0.000,0.000,2.118,0.178,0.000
428,156.472,0.000,2.288,0.000,0.000,2.110,0.177,0.000
429,156.854,0.000,2.280,0.000,0.000,2.103,0.177,0.000
430,157.237,0.000,2.272,0.000,0.000,2.095,0.176,0.000
431,157.620,0.000,2.264,0.000,0.000,2.088,0.176,0.000
432,158.003,0.000,2.256,0.000,0.000,2.080,0.175,0.000
433,158.386,0.000,2.248,0.000,0.000,2.073,0.175,0.000
434,158.769,0.000,2.240,0.000,0.000,2.066,0.174,0.000
435,159.152,0.000,2.232,0.000,0.000,2.058,0.174,0.000
436,159.535,0.000,2.224,0.000,0.000,2.051,0.173,0.000
437,159.917,0.000,2.217,0.000,0.000,2.044,0.173,0.000
438,160.300,0.000,2.210,0.000,0.000,2.037,0.172,0.000
439,160.683,0.000,2.202,0.000,0.000,2.030,0.172,0.000
440,161.066,0.000,2.195,0.000,0.000,2.024,0.171,0.000
441,161.449,0.000,2.188,0.000,0.000,2.017,0.171,0.000
442,161.832,0.000,2.182,0.000,0.000,2.011,0.171,0.000
443,162.215,0.000,2.175,0.000,0.000,2.005,0.170,0.000
444,162.599,0.000,2.169,0.000,0.000,1.999,0.170,0.000
445,162.982,0.000,2.162,0.000,0.000,1.993,0.169,0.000
446,163.365,0.000,2.157,0.000,0.000,1.987,0.169,0.000
447,163.748,0.000,2.151,0.000,0.000,1.982,0.169,0.000
448,164.131,0.000,2.145,0.000,0.000,1.977,0.168,0.000
449,164.514,0.000,2.140,0.000,0.000,1.972,0.168,0.000
450,164.897,0.000,2.135,0.000,0.000,1.967,0.168,0.000
451,165.280,0.000,2.130,0.000,0.000,1.963,0.168,0.000
452,165.663,0.000,2.126,0.000,0.000,1.959,0.167,0.000
453,166.047,0.000,2.122,0.000,0.000,1.955,0.167,0.000
454,166.430,0.000,2.118,0.000,0.000,1.951,0.167,0.000
455,166.813,0.000,2.114,0.000,0.000,1.947,0.167,0.000
456,167.196,0.000,2.110,0.000,0.000,1.944,0.167,0.000
457,167.580,7.299,2.107,0.000,0.000,1.941,0.166,0.000
458,167.963,0.000,2.104,0.000,0.000,1.938,0.166,0.000
459,168.346,0.000,2.101,0.000,0.000,1.935,0.166,0.000
460,168.729,0.000,2.099,0.000,0.000,1.933,0.166,0.000
461,169.113,0.000,2.096,0.000,0.000,1.930,0.166,0.000
462,169.496,0.000,2.094,0.000,0.000,1.928,0.166,0.000
463,169.879,0.000,2.092,0.000,0.000,1.927,0.166,0.000
464,170.263,0.000,2.091,0.000,0.000,1.925,0.166,0.000
465,170.646,0.000,2.089,0.000,0.000,1.924,0.166,0.000
466,171.029,0.000,2.088,0.000,0.000,1.922,0.166,0.000
467,171.413,0.000,2.087,0.000,0.000,1.921,0.165,0.000
468,171.796,0.000,2.086,0.000,0.000,1.921,0.165,0.000
469,172.180,0.000,2.085,0.000,0.000,1.920,0.165,0.000
470,172.563,0.000,2.085,0.000,0.000,1.919,0.165,0.000
471,172.947,0.000,2.084,0.000,0.000,1.919,0.165,0.000
472,173.330,21.693,2.084,0.000,0.000,1.919,0.166,0.000
473,173.714,0.000,2.084,0.000,0.000,1.918,0.166,0.000
474,174.097,0.000,2.084,0.000,0.000,1.918,0.166,0.000
475,174.481,0.000,2.084,0.000,0.000,1.919,0.166,0.000
476,174.864,0.000,2.084,0.000,0.000,1.919,0.166,0.000
477,175.248,0.313,2.085,0.000,0.000,1.919,0.166,0.000
478,175.631,2.068,2.085,0.000,0.000,1.919,0.166,0.000
479,176.015,0.000,2.085,0.000,0.000,1.919,0.166,0.000
480,176.398,0.000,2.086,0.000,0.000,1.920,0.166,0.000
481,176.782,0.000,2.086,0.000,0.000,1.920,0.166,0.000
482,177.166,0.000,2.087,0.000,0.000,1.921,0.166,0.000
483,177.549,0.000,2.087,0.000,0.000,1.921,0.166,0.000
484,177.933,0.000,2.088,0.000,0.000,1.922,0.166,0.000
485,178.317,0.000,2.089,0.000,0.000,1.922,0.166,0.000
486,178.700,0.000,2.089,0.000,0.000,1.923,0.167,0.000
487,179.084,0.000,2.090,0.000,0.000,1.923,0.167,0.000
488,179.468,0.000,2.090,0.000,0.000,1.923,0.167,0.000
489,179.852,0.000,2.091,0.000,0.000,1.924,0.167,0.000
490,180.235,0.000,2.091,0.000,0.000,1.924,0.167,0.000
491,180.619,0.000,2.092,0.000,0.000,1.925,0.167,0.000
492,181.003,0.000,2.093,0.000,0.000,1.925,0.167,0.000
493,181.387,0.000,2.093,0.000,0.000,1.926,0.167,0.000
494,181.770,0.000,2.094,0.000,0.000,1.926,0.167,0.000
495,182.154,0.000,2.094,0.000,0.000,1.927,0.167,0.000
496,182.538,0.000,2.095,0.000,0.000,1.927,0.168,0.000
497,182.922,0.000,2.096,0.000,0.000,1.928,0.168,0.000
498,183.306,0.000,2.097,0.000,0.000,1.929,0.168,0.000
499,183.690,0.000,2.098,0.000,0.000,1.930,0.168,0.000
500,184.074,0.000,2.099,0.000,0.000,1.931,0.168,0.000
501,184.458,0.000,2.100,0.000,0.000,1.932,0.168,0.000
502,184.842,0.000,2.101,0.000,0.000,1.933,0.168,0.000
503,185.225,0.000,2.102,0.000,0.000,1.934,0.168,0.000
504,185.609,0.000,2.104,0.000,0.000,1.936,0.168,0.000
505,185.993,0.000,2.106,0.000,0.000,1.937,0.169,0.000
506,186.377,0.000,2.108,0.000,0.000,1.940,0.169,0.000
507,186.761,0.000,2.111,0.000,0.000,1.942,0.169,0.000
508,187.145,0.000,2.114,0.000,0.000,1.945,0.169,0.000
509,187.529,0.000,2.117,0.000,0.000,1.948,0.169,0.000
510,187.914,0.000,2.121,0.000,0.000,1.951,0.169,0.000
511,188.298,0.000,2.125,0.000,0.000,1.955,0.170,0.000
512,188.682,0.000,2.130,0.000,0.000,1.960,0.170,0.000
513,189.066,0.000,2.135,0.000,0.000,1.965,0.170,0.000
514,189.450,0.000,2.141,0.000,0.000,1.971,0.170,0.000
515,189.834,13.377,2.148,0.000,0.000,1.977,0.171,0.000
516,190.218,0.000,2.155,0.000,0.000,1.984,0.171,0.000
517,190.602,0.000,2.164,0.000,0.000,1.992,0.172,0.000
518,190.987,0.000,2.173,0.000,0.000,2.001,0.172,0.000
519,191.371,0.000,2.184,0.000,0.000,2.011,0.172,0.000
520,191.755,0.000,2.195,0.000,0.000,2.022,0.173,0.000
521,192.139,0.000,2.208,0.000,0.000,2.034,0.174,0.000
522,192.523,0.000,2.221,0.000,0.000,2.047,0.174,0.000
523,192.908,0.000,2.236,0.000,0.000,2.061,0.175,0.000
524,193.292,0.000,2.253,0.000,0.000,2.077,0.176,0.000
525,193.676,9.705,2.270,0.000,0.000,2.094,0.177,0.000
526,194.061,0.000,2.290,0.000,0.000,2.112,0.178,0.000
527,194.445,0.000,2.310,0.000,0.000,2.132,0.179,0.000
528,194.829,0.000,2.333,0.000,0.000,2.153,0.180,0.000
529,195.214,0.000,2.356,0.000,0.000,2.175,0.181,0.000
530,195.598,0.000,2.382,0.000,0.000,2.199,0.183,0.000
531,195.982,0.000,2.409,0.000,0.000,2.225,0.184,0.000
532,196.367,0.000,2.437,0.000,0.000,2.251,0.186,0.000
533,196.751,0.000,2.468,0.000,0.000,2.280,0.188,0.000
534,197.135,0.000,2.499,0.000,0.000,2.310,0.190,0.000
535,197.520,0.000,2.532,0.000,0.000,2.341,0.192,0.000
536,197.904,2.304,2.567,0.000,0.000,2.373,0.194,0.000
537,198.289,3.497,2.603,0.000,0.000,2.407,0.196,0.000
538,198.673,0.000,2.640,0.000,0.000,2.442,0.198,0.000
539,199.058,0.000,2.678,0.000,0.000,2.477,0.201,0.000
540,199.442,0.000,2.718,0.000,0.000,2.514,0.204,0.000
541,199.827,0.000,2.758,0.000,0.000,2.551,0.206,0.000
542,200.211,3.191,2.798,0.000,0.000,2.589,0.209,0.000
543,200.596,2.644,2.840,0.000,0.000,2.627,0.212,0.000
544,200.981,0.000,2.881,0.000,0.000,2.666,0.215,0.000
545,201.365,0.000,2.922,0.000,0.000,2.704,0.219,0.000
546,201.750,0.000,2.964,0.000,0.000,2.742,0.222,0.000
547,202.134,0.000,3.004,0.000,0.000,2.779,0.225,0.000
548,202.519,0.000,3.045,0.000,0.000,2.816,0.229,0.000
549,202.904,0.000,3.084,0.000,0.000,2.852,0.232,0.000
550,203.288,0.000,3.122,0.000,0.000,2.886,0.235,0.000
551,203.673,0.000,3.158,0.000,0.000,2.919,0.239,0.000
552,204.058,0.000,3.193,0.000,0.000,2.951,0.242,0.000
553,204.442,0.000,3.226,0.000,0.000,2.980,0.246,0.000
554,204.827,0.000,3.257,0.000,0.000,3.008,0.249,0.000
555,205.212,0.000,3.285,0.000,0.000,3.033,0.252,0.000
556,205.597,0.000,3.311,0.000,0.000,3.056,0.255,0.000
557,205.981,0.000,3.335,0.000,0.000,3.076,0.258,0.000
558,206.366,0.000,3.355,0.000,0.000,3.094,0.261,0.000
559,206.751,0.000,3.372,0.000,0.000,3.108,0.264,0.000
560,207.136,0.000,3.387,0.000,0.000,3.120,0.267,0.000
561,207.521,0.000,3.398,0.000,0.000,3.129,0.269,0.000
562,207.905,0.000,3.406,0.000,0.000,3.135,0.271,0.000
563,208.290,3.454,3.411,0.000,0.000,3.138,0.273,0.000
564,208.675,0.000,3.413,0.000,0.000,3.138,0.275,0.000
565,209.060,9.455,3.412,0.000,0.000,3.135,0.276,0.000
566,209.445,0.000,3.408,0.000,0.000,3.130,0.277,0.000
567,209.830,0.000,3.401,0.000,0.000,3.123,0.278,0.000
568,210.215,0.000,3.392,0.000,0.000,3.113,0.279,0.000
569,210.600,0.000,3.381,0.000,0.000,3.101,0.279,0.000
570,210.985,1.592,3.367,0.000,0.000,3.088,0.280,0.000
571,211.370,0.000,3.353,0.000,0.000,3.073,0.279,0.000
572,211.755,0.000,3.337,0.000,0.000,3.058,0.279,0.000
573,212.140,0.000,3.320,0.000,0.000,3.041,0.279,0.000
574,212.525,0.000,3.303,0.000,0.000,3.025,0.278,0.000
575,212.910,0.000,3.287,0.000,0.000,3.010,0.277,0.000
576,213.295,0.000,3.272,0.000,0.000,2.995,0.276,0.000
577,213.680,0.000,3.258,0.000,0.000,2.982,0.275,0.000
578,214.065,0.000,3.246,0.000,0.000,2.972,0.274,0.000
579,214.450,0.000,3.238,0.000,0.000,2.965,0.273,0.000
580,214.835,0.000,3.234,0.000,0.000,2.962,0.272,0.000
581,215.220,0.000,3.235,0.000,0.000,2.964,0.271,0.000
582,215.605,0.000,3.242,0.000,0.000,2.972,0.270,0.000
583,215.991,0.000,3.256,0.000,0.000,2.986,0.270,0.000
584,216.376,25.921,3.279,0.000,0.000,3.010,0.269,0.000
585,216.761,0.678,3.311,0.000,0.000,3.042,0.269,0.000
586,217.146,0.000,3.356,0.000,0.000,3.086,0.270,0.000
587,217.531,0.000,3.413,0.000,0.000,3.142,0.271,0.000
588,217.917,22.626,3.485,0.000,0.000,3.213,0.272,0.000
589,218.302,0.000,3.574,0.000,0.000,3.299,0.275,0.000
590,218.687,0.000,3.682,0.000,0.000,3.404,0.278,0.000
591,219.072,6.547,3.811,0.000,0.000,3.528,0.283,0.000
592,219.458,0.000,3.964,0.000,0.000,3.676,0.288,0.000
593,219.843,0.232,4.143,0.000,0.000,3.848,0.295,0.000
594,220.228,0.000,4.351,0.000,0.000,4.047,0.304,0.000
595,220.614,0.000,4.591,0.000,0.000,4.278,0.314,0.000
596,220.999,0.000,4.867,0.000,0.000,4.541,0.326,0.000
597,221.384,2.270,5.181,0.000,0.000,4.841,0.340,0.000
598,221.770,14.026,5.538,0.000,0.000,5.181,0.357,0.000
599,222.155,0.000,5.940,0.000,0.000,5.564,0.376,0.000
600,222.541,4.363,6.392,0.000,0.000,5.994,0.398,0.000
601,222.926,58.189,6.897,0.000,0.000,6.474,0.423,0.000
602,223.312,9.842,7.460,0.000,0.000,7.008,0.452,0.000
603,223.697,15.169,8.084,0.000,0.000,7.600,0.484,0.000
604,224.082,4.083,8.773,0.000,0.000,8.253,0.520,0.000
605,224.468,6.130,9.532,0.000,0.000,8.971,0.561,0.000
606,224.853,26.852,10.364,0.000,0.000,9.757,0.607,0.000
607,225.239,34.878,11.272,0.000,0.000,10.615,0.657,0.000
608,225.625,0.000,12.261,0.000,0.000,11.548,0.713,0.000
609,226.010,14.051,13.333,0.000,0.000,12.559,0.774,0.000
610,226.396,11.325,14.491,0.000,0.000,13.650,0.841,0.000
611,226.781,18.265,15.737,0.000,0.000,14.822,0.915,0.000
612,227.167,0.000,17.074,0.000,0.000,16.079,0.995,0.000
613,227.552,48.519,18.502,0.000,0.000,17.420,1.082,0.000
614,227.938,70.516,20.022,0.000,0.000,18.846,1.176,0.000
615,228.324,0.065,21.634,0.000,0.000,20.357,1.277,0.000
616,228.709,7.634,23.337,0.000,0.000,21.951,1.386,0.000
617,229.095,26.144,25.130,0.000,0.000,23.627,1.502,0.000
618,229.481,41.275,27.008,0.000,0.000,25.382,1.626,0.000
619,229.866,60.355,28.970,0.000,0.000,27.212,1.758,0.000
620,230.252,1.020,31.010,0.000,0.000,29.113,1.897,0.000
621,230.638,47.643,33.122,0.000,0.000,31.078,2.044,0.000
622,231.024,50.575,35.300,0.000,0.000,33.102,2.198,0.000
623,231.409,47.628,37.535,0.000,0.000,35.176,2.359,0.000
624,231.795,66.143,39.820,0.000,0.000,37.293,2.526,0.000
625,232.181,84.689,42.143,0.000,0.000,39.443,2.700,0.000
626,232.567,45.932,44.495,0.000,0.000,41.616,2.880,0.000
627,232.952,16.972,46.864,0.000,0.000,43.800,3.064,0.000
628,233.338,85.752,49.237,0.000,0.000,45.983,3.254,0.000
629,233.724,70.633,51.600,0.000,0.000,48.154,3.447,0.000
630,234.110,91.511,53.941,0.000,0.000,50.299,3.642,0.000
631,234.496,77.649,56.244,0.000,0.000,52.405,3.840,0.000
632,234.882,71.698,58.496,0.000,0.000,54.457,4.038,0.000
633,235.268,60.722,60.680,0.000,0.000,56.443,4.237,0.000
634,235.654,64.576,62.782,0.000,0.000,58.349,4.434,0.000
635,236.040,64.208,64.788,0.000,0.000,60.160,4.628,0.000
636,236.425,58.428,66.683,0.000,0.000,61.863,4.819,0.000
637,236.811,82.479,68.452,0.000,0.000,63.446,5.006,0.000
638,237.197,59.370,70.082,0.000,0.000,64.896,5.186,0.000
639,237.583,35.516,71.561,0.000,0.000,66.203,5.359,0.000
640,237.969,65.479,72.877,0.000,0.000,67.354,5.523,0.000
641,238.355,40.043,74.019,0.000,0.000,68.342,5.678,0.000
642,238.741,43.401,74.979,0.000,0.000,69.157,5.822,0.000
643,239.128,32.986,75.747,0.000,0.000,69.793,5.954,0.000
644,239.514,14.649,76.318,0.000,0.000,70.245,6.073,0.000
645,239.900,24.577,76.687,0.000,0.000,70.509,6.178,0.000
646,240.286,46.730,76.850,0.000,0.000,70.581,6.269,0.000
647,240.672,44.841,76.806,0.000,0.000,70.462,6.344,0.000
648,241.058,39.584,76.556,0.000,0.000,70.152,6.403,0.000
649,241.444,1.604,76.100,0.000,0.000,69.653,6.446,0.000
650,241.830,62.707,75.442,0.000,0.000,68.970,6.472,0.000
651,242.216,43.330,74.588,0.000,0.000,68.107,6.481,0.000
652,242.603,18.386,73.544,0.000,0.000,67.071,6.472,0.000
653,242.989,84.858,72.318,0.000,0.000,65.871,6.447,0.000
654,243.375,59.413,70.920,0.000,0.000,64.516,6.404,0.000
655,243.761,42.900,69.361,0.000,0.000,63.016,6.345,0.000
656,244.148,50.406,67.652,0.000,0.000,61.382,6.270,0.000
657,244.534,41.685,65.807,0.000,0.000,59.627,6.179,0.000
658,244.920,32.163,63.838,0.000,0.000,57.764,6.073,0.000
659,245.306,61.724,61.760,0.000,0.000,55.806,5.954,0.000
660,245.693,30.346,59.588,0.000,0.000,53.767,5.820,0.000
661,246.079,46.158,57.336,0.000,0.000,51.661,5.675,0.000
662,246.465,58.544,55.019,0.000,0.000,49.501,5.519,0.000
663,246.852,69.886,52.653,0.000,0.000,47.301,5.352,0.000
664,247.238,13.140,50.253,0.000,0.000,45.075,5.177,0.000
665,247.624,59.343,47.831,0.000,0.000,42.837,4.994,0.000
666,248.011,68.077,45.403,0.000,0.000,40.598,4.805,0.000
667,248.397,68.668,42.981,0.000,0.000,38.371,4.610,0.000
668,248.784,28.972,40.579,0.000,0.000,36.167,4.412,0.000
669,249.170,42.739,38.207,0.000,0.000,33.996,4.211,0.000
670,249.557,49.445,35.876,0.000,0.000,31.869,4.008,0.000
671,249.943,37.523,33.597,0.000,0.000,29.793,3.805,0.000
672,250.329,81.871,31.378,0.000,0.000,27.776,3.602,0.000
673,250.716,36.186,29.226,0.000,0.000,25.825,3.401,0.000
674,251.102,55.673,27.148,0.000,0.000,23.945,3.203,0.000
675,251.489,77.774,25.150,0.000,0.000,22.143,3.008,0.000
676,251.876,18.554,23.237,0.000,0.000,20.420,2.817,0.000
677,252.262,23.486,21.412,0.000,0.000,18.780,2.632,0.000
678,252.649,60.858,19.677,0.000,0.000,17.225,2.452,0.000
679,253.035,28.666,18.035,0.000,0.000,15.757,2.278,0.000
680,253.422,5.825,16.486,0.000,0.000,14.375,2.111,0.000
681,253.808,12.409,15.030,0.000,0.000,13.079,1.951,0.000
682,254.195,33.278,13.667,0.000,0.000,11.868,1.798,0.000
683,254.582,0.000,12.394,0.000,0.000,10.741,1.653,0.000
684,254.968,23.957,11.211,0.000,0.000,9.696,1.515,0.000
685,255.355,13.014,10.115,0.000,0.000,8.729,1.386,0.000
686,255.742,20.193,9.102,0.000,0.000,7.838,1.263,0.000
687,256.128,6.432,8.170,0.000,0.000,7.021,1.149,0.000
688,256.515,0.000,7.315,0.000,0.000,6.273,1.042,0.000
689,256.902,7.920,6.533,0.000,0.000,5.590,0.943,0.000
690,257.289,16.506,5.820,0.000,0.000,4.970,0.850,0.000
691,257.675,0.000,5.173,0.000,0.000,4.408,0.765,0.000
692,258.062,9.201,4.587,0.000,0.000,3.901,0.687,0.000
693,258.449,0.000,4.059,0.000,0.000,3.444,0.614,0.000
694,258.836,18.731,3.583,0.000,0.000,3.035,0.548,0.000
695,259.223,18.561,3.157,0.000,0.000,2.669,0.488,0.000
696,259.609,23.471,2.776,0.000,0.000,2.342,0.433,0.000
697,259.996,4.525,2.436,0.000,0.000,2.052,0.384,0.000
698,260.383,0.000,2.135,0.000,0.000,1.796,0.339,0.000
699,260.770,0.000,1.868,0.000,0.000,1.569,0.298,0.000
700,261.157,6.995,1.632,0.000,0.000,1.370,0.262,0.000
701,261.544,0.000,1.425,0.000,0.000,1.195,0.229,0.000
702,261.931,3.640,1.243,0.000,0.000,1.042,0.200,0.000
703,262.318,3.569,1.084,0.000,0.000,0.909,0.175,0.000
704,262.705,1.891,0.945,0.000,0.000,0.794,0.152,0.000
705,263.092,4.328,0.825,0.000,0.000,0.693,0.131,0.000
706,263.479,0.000,0.721,0.000,0.000,0.607,0.114,0.000
707,263.866,0.000,0.631,0.000,0.000,0.533,0.098,0.000
708,264.253,0.000,0.553,0.000,0.000,0.469,0.084,0.000
709,264.640,0.000,0.487,0.000,0.000,0.415,0.072,0.000
710,265.027,0.000,0.430,0.000,0.000,0.368,0.062,0.000
711,265.414,15.857,0.381,0.000,0.000,0.329,0.053,0.000
712,265.801,0.000,0.340,0.000,0.000,0.295,0.045,0.000
713,266.188,0.517,0.305,0.000,0.000,0.267,0.038,0.000
714,266.575,3.317,0.276,0.000,0.000,0.244,0.032,0.000
715,266.962,0.000,0.251,0.000,0.000,0.224,0.027,0.000
716,267.349,0.000,0.230,0.000,0.000,0.207,0.023,0.000
717,267.736,0.000,0.212,0.000,0.000,0.193,0.019,0.000
718,268.123,0.000,0.198,0.000,0.000,0.182,0.016,0.000
719,268.511,0.000,0.185,0.000,0.000,0.172,0.013,0.000
720,268.898,0.000,0.175,0.000,0.000,0.164,0.011,0.000
721,269.285,0.000,0.167,0.000,0.000,0.157,0.009,0.000
722,269.672,3.505,0.159,0.000,0.000,0.152,0.008,0.000
723,270.059,0.000,0.154,0.000,0.000,0.147,0.006,0.000
724,270.447,0.000,0.149,0.000,0.000,0.144,0.005,0.000
725,270.834,17.570,0.145,0.000,0.000,0.140,0.004,0.000
726,271.221,2.034,0.141,0.000,0.000,0.138,0.003,0.000
727,271.608,0.000,0.139,0.000,0.000,0.136,0.003,0.000
728,271.996,7.017,0.136,0.000,0.000,0.134,0.002,0.000
729,272.383,3.824,0.135,0.000,0.000,0.133,0.002,0.000
730,272.770,0.000,0.133,0.000,0.000,0.132,0.002,0.000
731,273.158,3.757,0.132,0.000,0.000,0.131,0.001,0.000
732,273.545,0.000,0.131,0.000,0.000,0.130,0.001,0.000
733,273.932,0.000,0.131,0.000,0.000,0.130,0.001,0.000
734,274.320,0.000,0.131,0.000,0.000,0.130,0.001,0.000
735,274.707,18.171,0.131,0.000,0.000,0.130,0.001,0.000
736,275.095,0.000,0.131,0.000,0.000,0.131,0.000,0.000
737,275.482,0.000,0.132,0.000,0.000,0.132,0.000,0.000
738,275.869,0.000,0.133,0.000,0.000,0.133,0.000,0.000
739,276.257,0.000,0.135,0.000,0.000,0.135,0.000,0.000
740,276.644,0.000,0.137,0.000,0.000,0.137,0.000,0.000
741,277.032,0.000,0.140,0.000,0.000,0.140,0.000,0.000
742,277.419,13.052,0.143,0.000,0.000,0.143,0.000,0.000
743,277.807,0.000,0.147,0.000,0.000,0.147,0.000,0.000
744,278.194,0.000,0.152,0.000,0.000,0.151,0.000,0.000
745,278.582,0.000,0.157,0.000,0.000,0.157,0.000,0.000
746,278.970,1.287,0.163,0.000,0.000,0.163,0.000,0.000
747,279.357,0.000,0.171,0.000,0.000,0.170,0.000,0.000
748,279.745,0.000,0.179,0.000,0.000,0.179,0.000,0.000
749,280.132,12.852,0.188,0.000,0.000,0.188,0.000,0.000
750,280.520,11.349,0.199,0.000,0.000,0.199,0.000,0.000
751,280.908,0.000,0.211,0.000,0.000,0.211,0.000,0.000
752,281.295,0.000,0.225,0.000,0.000,0.225,0.000,0.000
753,281.683,11.845,0.241,0.000,0.000,0.241,0.000,0.000
754,282.071,2.230,0.258,0.000,0.000,0.258,0.000,0.000
755,282.458,0.000,0.277,0.000,0.000,0.277,0.000,0.000
756,282.846,0.000,0.298,0.000,0.000,0.298,0.000,0.000
757,283.234,0.000,0.321,0.000,0.000,0.321,0.000,0.000
758,283.621,0.000,0.347,0.000,0.000,0.347,0.000,0.000
759,284.009,0.000,0.375,0.000,0.000,0.375,0.000,0.000
760,284.397,0.000,0.405,0.000,0.000,0.405,0.000,0.000
761,284.785,0.742,0.438,0.000,0.000,0.438,0.000,0.000
762,285.172,0.000,0.474,0.000,0.000,0.474,0.000,0.000
763,285.560,0.000,0.513,0.000,0.000,0.513,0.000,0.000
764,285.948,0.000,0.555,0.000,0.000,0.555,0.000,0.000
765,286.336,23.190,0.600,0.000,0.000,0.600,0.000,0.000
766,286.724,0.000,0.648,0.000,0.000,0.648,0.000,0.000
767,287.112,0.000,0.699,0.000,0.000,0.699,0.000,0.000
768,287.499,0.000,0.754,0.000,0.000,0.754,0.000,0.000
769,287.887,0.000,0.812,0.000,0.000,0.812,0.000,0.000
770,288.275,0.000,0.873,0.000,0.000,0.873,0.000,0.000
771,288.663,0.000,0.938,0.000,0.000,0.938,0.000,0.000
772,289.051,0.000,1.006,0.000,0.000,1.006,0.000,0.000
773,289.439,0.000,1.078,0.000,0.000,1.078,0.000,0.000
774,289.827,0.000,1.152,0.000,0.000,1.152,0.000,0.000
775,290.215,2.498,1.230,0.000,0.000,1.230,0.000,0.000
776,290.603,0.000,1.310,0.000,0.000,1.310,0.000,0.000
777,290.991,1.542,1.393,0.000,0.000,1.393,0.000,0.000
778,291.379,0.000,1.479,0.000,0.000,1.479,0.000,0.000
779,291.767,7.403,1.567,0.000,0.000,1.567,0.000,0.000
780,292.155,0.000,1.657,0.000,0.000,1.657,0.000,0.000
781,292.543,0.000,1.749,0.000,0.000,1.749,0.000,0.000
782,292.931,0.000,1.842,0.000,0.000,1.842,0.000,0.000
783,293.319,0.000,1.936,0.000,0.000,1.936,0.000,0.000
784,293.707,0.000,2.031,0.000,0.000,2.031,0.000,0.000
785,294.096,0.000,2.126,0.000,0.000,2.126,0.000,0.000
786,294.484,0.060,2.221,0.000,0.000,2.221,0.000,0.000
787,294.872,0.000,2.315,0.000,0.000,2.315,0.000,0.000
788,295.260,0.000,2.409,0.000,0.000,2.409,0.000,0.000
789,295.648,0.000,2.500,0.000,0.000,2.500,0.000,0.000
790,296.036,0.000,2.590,0.000,0.000,2.590,0.000,0.000
791,296.425,0.000,2.677,0.000,0.000,2.677,0.000,0.000
792,296.813,0.000,2.762,0.000,0.000,2.762,0.000,0.000
793,297.201,8.080,2.842,0.000,0.000,2.842,0.000,0.000
