ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Backscatter,DE-1588,SE-1631,DE-1631,Xray-Th,SE-1588,Xray-La,continuum
2014,733.697,2623.970,2623.970,2584.106,1432.397,1176.975,326.282,0.000,988.654,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.587,0.000,0.000,29.575,0.000,0.000
2015,734.072,2523.881,2523.881,2581.543,1430.812,1179.149,326.915,0.000,983.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.564,0.000,0.000,29.564,0.000,0.000
2016,734.448,2473.751,2473.751,2578.791,1429.227,1181.361,327.554,0.000,977.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.540,0.000,0.000,29.553,0.000,0.000
2017,734.823,2629.155,2629.155,2575.854,1427.642,1183.610,328.200,0.000,971.954,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.516,0.000,0.000,29.541,0.000,0.000
2018,735.198,2625.683,2625.683,2572.738,1426.058,1185.895,328.851,0.000,965.935,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.493,0.000,0.000,29.530,0.000,0.000
2019,735.574,2567.799,2567.799,2569.446,1424.473,1188.218,329.508,0.000,959.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.469,0.000,0.000,29.519,0.000,0.000
2020,735.949,2470.445,2470.445,2565.985,1422.888,1190.577,330.170,0.000,953.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.445,0.000,0.000,29.508,0.000,0.000
2021,736.324,2471.520,2471.520,2562.359,1421.303,1192.972,330.836,0.000,946.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.421,0.000,0.000,29.496,0.000,0.000
2022,736.700,2594.855,2594.855,2558.575,1419.718,1195.404,331.507,0.000,939.748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.396,0.000,0.000,29.485,0.000,0.000
2023,737.075,2544.236,2544.236,2554.637,1418.134,1197.873,332.182,0.000,932.703,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.372,0.000,0.000,29.473,0.000,0.000
2024,737.451,2482.352,2482.352,2550.552,1416.549,1200.378,332.860,0.000,925.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.348,0.000,0.000,29.462,0.000,0.000
2025,737.826,2447.530,2447.530,2546.325,1414.964,1202.919,333.542,0.000,918.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.323,0.000,0.000,29.450,0.000,0.000
2026,738.202,2493.994,2493.994,2541.963,1413.379,1205.496,334.226,0.000,910.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.298,0.000,0.000,29.438,0.000,0.000
2027,738.577,2401.828,2401.828,2537.472,1411.795,1208.109,334.912,0.000,902.717,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.273,0.000,0.000,29.427,0.000,0.000
2028,738.953,2447.842,2447.842,2532.858,1410.210,1210.757,335.600,0.000,894.803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.248,0.000,0.000,29.415,0.000,0.000
2029,739.328,2442.056,2442.056,2528.128,1408.625,1213.442,336.289,0.000,886.735,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.223,0.000,0.000,29.403,0.000,0.000
2030,739.704,2548.496,2548.496,2523.287,1407.040,1216.163,336.979,0.000,878.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.198,0.000,0.000,29.391,0.000,0.000
2031,740.079,2484.365,2484.365,2518.343,1405.455,1218.919,337.670,0.000,870.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.172,0.000,0.000,29.379,0.000,0.000
2032,740.455,2358.344,2358.344,2513.302,1403.871,1221.711,338.360,0.000,861.682,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.147,0.000,0.000,29.367,0.000,0.000
2033,740.830,2481.071,2481.071,2508.170,1402.286,1224.538,339.050,0.000,853.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.121,0.000,0.000,29.354,0.000,0.000
2034,741.206,2385.480,2385.480,2502.955,1400.701,1227.400,339.738,0.000,844.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.095,0.000,0.000,29.342,0.000,0.000
2035,741.582,2441.311,2441.311,2497.662,1399.116,1230.298,340.425,0.000,835.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.069,0.000,0.000,29.330,0.000,0.000
2036,741.957,2385.392,2385.392,2492.299,1397.531,1233.231,341.110,0.000,826.563,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.042,0.000,0.000,29.317,0.000,0.000
2037,742.333,2351.416,2351.416,2486.873,1395.947,1236.199,341.792,0.000,817.526,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.016,0.000,0.000,29.305,0.000,0.000
2038,742.709,2248.786,2248.786,2481.389,1394.362,1239.201,342.470,0.000,808.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.989,0.000,0.000,29.292,0.000,0.000
2039,743.085,2298.935,2298.935,2475.855,1392.777,1242.239,343.145,0.000,799.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.962,0.000,0.000,29.279,0.000,0.000
2040,743.460,2341.140,2341.140,2470.278,1391.192,1245.310,343.816,0.000,789.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.935,0.000,0.000,29.266,0.000,0.000
2041,743.836,2327.776,2327.776,2464.663,1389.607,1248.417,344.482,0.000,780.567,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.907,0.000,0.000,29.253,0.000,0.000
2042,744.212,2283.210,2283.210,2459.018,1388.023,1251.557,345.142,0.000,771.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.880,0.000,0.000,29.240,0.000,0.000
2043,744.588,2297.153,2297.153,2453.349,1386.438,1254.731,345.797,0.000,761.705,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.852,0.000,0.000,29.227,0.000,0.000
2044,744.964,2351.116,2351.116,2447.663,1384.853,1257.939,346.445,0.000,752.203,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.824,0.000,0.000,29.214,0.000,0.000
2045,745.339,2335.554,2335.554,2441.965,1383.268,1261.180,347.085,0.000,742.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.796,0.000,0.000,29.201,0.000,0.000
2046,745.715,2290.836,2290.836,2436.262,1381.684,1264.455,347.719,0.000,733.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.767,0.000,0.000,29.187,0.000,0.000
2047,746.091,2306.135,2306.135,2430.561,1380.099,1267.762,348.344,0.000,723.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.739,0.000,0.000,29.174,0.000,0.000
2048,746.467,2284.527,2284.527,2424.867,1378.514,1271.102,348.960,0.000,713.896,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.710,0.000,0.000,29.160,0.000,0.000
2049,746.843,2206.873,2206.873,2419.186,1376.929,1274.474,349.567,0.000,704.278,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.681,0.000,0.000,29.147,0.000,0.000
2050,747.219,2250.610,2250.610,2413.525,1375.344,1277.878,350.164,0.000,694.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.652,0.000,0.000,29.133,0.000,0.000
2051,747.595,2301.706,2301.706,2407.888,1373.760,1281.314,350.751,0.000,685.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.622,0.000,0.000,29.119,0.000,0.000
2052,747.971,2205.490,2205.490,2402.282,1372.175,1284.780,351.327,0.000,675.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.593,0.000,0.000,29.105,0.000,0.000
2053,748.347,2204.678,2204.678,2396.712,1370.590,1288.278,351.891,0.000,665.849,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.563,0.000,0.000,29.091,0.000,0.000
2054,748.723,2266.504,2266.504,2391.184,1369.005,1291.805,352.443,0.000,656.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.533,0.000,0.000,29.077,0.000,0.000
2055,749.099,2314.695,2314.695,2385.702,1367.420,1295.363,352.983,0.000,646.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.503,0.000,0.000,29.062,0.000,0.000
2056,749.475,2348.725,2348.725,2380.271,1365.836,1298.949,353.510,0.000,637.249,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.472,0.000,0.000,29.048,0.000,0.000
2057,749.851,2309.947,2309.947,2374.896,1364.251,1302.565,354.023,0.000,627.791,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.442,0.000,0.000,29.033,0.000,0.000
2058,750.227,2251.345,2251.345,2369.583,1362.666,1306.208,354.521,0.000,618.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.411,0.000,0.000,29.019,0.000,0.000
2059,750.603,2196.666,2196.666,2364.335,1361.081,1309.879,355.005,0.000,609.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.380,0.000,0.000,29.004,0.000,0.000
2060,750.980,2241.317,2241.317,2359.156,1359.496,1313.577,355.474,0.000,599.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.349,0.000,0.000,28.990,0.000,0.000
2061,751.356,2272.940,2272.940,2354.052,1357.912,1317.302,355.928,0.000,590.485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.317,0.000,0.000,28.975,0.000,0.000
2062,751.732,2273.804,2273.804,2349.025,1356.327,1321.052,356.365,0.000,581.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.286,0.000,0.000,28.960,0.000,0.000
2063,752.108,2165.366,2165.366,2344.080,1354.742,1324.827,356.785,0.000,572.223,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.254,0.000,0.000,28.945,0.000,0.000
2064,752.484,2179.461,2179.461,2339.220,1353.157,1328.626,357.188,0.000,563.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.222,0.000,0.000,28.930,0.000,0.000
2065,752.861,2100.655,2100.655,2334.448,1351.573,1332.448,357.574,0.000,554.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.190,0.000,0.000,28.915,0.000,0.000
2066,753.237,2228.311,2228.311,2329.768,1349.988,1336.294,357.942,0.000,545.427,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.158,0.000,0.000,28.899,0.000,0.000
2067,753.613,2238.173,2238.173,2325.182,1348.403,1340.161,358.291,0.000,536.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.125,0.000,0.000,28.884,0.000,0.000
2068,753.989,2237.642,2237.642,2320.693,1346.818,1344.048,358.621,0.000,528.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.093,0.000,0.000,28.869,0.000,0.000
2069,754.366,2179.207,2179.207,2316.304,1345.233,1347.956,358.932,0.000,519.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.060,0.000,0.000,28.853,0.000,0.000
2070,754.742,2140.951,2140.951,2312.017,1343.649,1351.883,359.224,0.000,510.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.027,0.000,0.000,28.838,0.000,0.000
2071,755.118,2180.722,2180.722,2307.834,1342.064,1355.828,359.495,0.000,502.643,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.994,0.000,0.000,28.822,0.000,0.000
2072,755.495,2153.016,2153.016,2303.756,1340.479,1359.790,359.746,0.000,494.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.961,0.000,0.000,28.806,0.000,0.000
2073,755.871,2081.184,2081.184,2299.787,1338.894,1363.768,359.976,0.000,486.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.928,0.000,0.000,28.791,0.000,0.000
2074,756.248,2217.075,2217.075,2295.926,1337.309,1367.761,360.185,0.000,478.257,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.894,0.000,0.000,28.775,0.000,0.000
2075,756.624,2202.464,2202.464,2292.176,1335.725,1371.768,360.373,0.000,470.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.861,0.000,0.000,28.759,0.000,0.000
2076,757.000,2114.843,2114.843,2288.538,1334.140,1375.788,360.539,0.000,462.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.827,0.000,0.000,28.743,0.000,0.000
2077,757.377,2204.123,2204.123,2285.011,1332.555,1379.820,360.683,0.000,454.932,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.793,0.000,0.000,28.727,0.000,0.000
2078,757.753,2136.747,2136.747,2281.597,1330.970,1383.861,360.805,0.000,447.404,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.759,0.000,0.000,28.711,0.000,0.000
2079,758.130,2151.783,2151.783,2278.297,1329.386,1387.912,360.904,0.000,440.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.725,0.000,0.000,28.695,0.000,0.000
2080,758.507,2203.404,2203.404,2275.110,1327.801,1391.971,360.981,0.000,432.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.691,0.000,0.000,28.679,0.000,0.000
2081,758.883,2194.500,2194.500,2272.036,1326.216,1396.036,361.034,0.000,425.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.656,0.000,0.000,28.662,0.000,0.000
2082,759.260,2148.337,2148.337,2269.076,1324.631,1400.107,361.065,0.000,418.576,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.622,0.000,0.000,28.646,0.000,0.000
2083,759.636,2174.979,2174.979,2266.229,1323.046,1404.181,361.072,0.000,411.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.587,0.000,0.000,28.630,0.000,0.000
2084,760.013,2134.896,2134.896,2263.494,1321.462,1408.258,361.056,0.000,404.951,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.553,0.000,0.000,28.614,0.000,0.000
2085,760.389,2160.253,2160.253,2260.871,1319.877,1412.336,361.017,0.000,398.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.518,0.000,0.000,28.597,0.000,0.000
2086,760.766,2091.075,2091.075,2258.359,1318.292,1416.413,360.954,0.000,391.863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.483,0.000,0.000,28.581,0.000,0.000
2087,761.143,2087.880,2087.880,2255.956,1316.707,1420.489,360.867,0.000,385.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.449,0.000,0.000,28.564,0.000,0.000
2088,761.520,2301.149,2301.149,2253.661,1315.122,1424.561,360.756,0.000,379.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.414,0.000,0.000,28.548,0.000,0.000
2089,761.896,2188.946,2188.946,2251.474,1313.538,1428.628,360.622,0.000,373.245,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.379,0.000,0.000,28.531,0.000,0.000
2090,762.273,2095.386,2095.386,2249.391,1311.953,1432.689,360.464,0.000,367.311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.344,0.000,0.000,28.515,0.000,0.000
2091,762.650,2219.001,2219.001,2247.412,1310.368,1436.742,360.282,0.000,361.511,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.308,0.000,0.000,28.498,0.000,0.000
2092,763.026,2194.429,2194.429,2245.535,1308.783,1440.785,360.077,0.000,355.847,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.273,0.000,0.000,28.481,0.000,0.000
2093,763.403,2216.906,2216.906,2243.757,1307.198,1444.816,359.847,0.000,350.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.238,0.000,0.000,28.465,0.000,0.000
2094,763.780,2007.679,2007.679,2242.076,1305.614,1448.835,359.595,0.000,344.922,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.203,0.000,0.000,28.448,0.000,0.000
2095,764.157,2200.683,2200.683,2240.490,1304.029,1452.838,359.318,0.000,339.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.167,0.000,0.000,28.431,0.000,0.000
2096,764.534,2171.568,2171.568,2238.996,1302.444,1456.825,359.019,0.000,334.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.132,0.000,0.000,28.415,0.000,0.000
2097,764.911,2248.763,2248.763,2237.592,1300.859,1460.794,358.696,0.000,329.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.096,0.000,0.000,28.398,0.000,0.000
2098,765.288,2025.031,2025.031,2236.274,1299.275,1464.743,358.350,0.000,324.660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.061,0.000,0.000,28.381,0.000,0.000
2099,765.664,2075.141,2075.141,2235.041,1297.690,1468.670,357.981,0.000,319.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.025,0.000,0.000,28.364,0.000,0.000
2100,766.041,2155.585,2155.585,2233.888,1296.105,1472.573,357.589,0.000,315.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.990,0.000,0.000,28.347,0.000,0.000
2101,766.418,2239.359,2239.359,2232.813,1294.520,1476.451,357.175,0.000,310.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.954,0.000,0.000,28.331,0.000,0.000
2102,766.795,2093.022,2093.022,2231.813,1292.935,1480.302,356.739,0.000,306.454,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.919,0.000,0.000,28.314,0.000,0.000
2103,767.172,2099.893,2099.893,2230.884,1291.351,1484.123,356.281,0.000,302.213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.883,0.000,0.000,28.297,0.000,0.000
2104,767.549,2158.586,2158.586,2230.022,1289.766,1487.914,355.801,0.000,298.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.847,0.000,0.000,28.280,0.000,0.000
2105,767.926,2187.484,2187.484,2229.225,1288.181,1491.672,355.300,0.000,294.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.812,0.000,0.000,28.263,0.000,0.000
2106,768.303,2219.851,2219.851,2228.489,1286.596,1495.395,354.778,0.000,290.203,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.776,0.000,0.000,28.246,0.000,0.000
2107,768.680,2222.129,2222.129,2227.810,1285.011,1499.081,354.235,0.000,286.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.740,0.000,0.000,28.230,0.000,0.000
2108,769.058,2235.838,2235.838,2227.184,1283.427,1502.728,353.672,0.000,282.772,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.705,0.000,0.000,28.213,0.000,0.000
2109,769.435,2266.774,2266.774,2226.608,1281.842,1506.335,353.090,0.000,279.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.669,0.000,0.000,28.196,0.000,0.000
2110,769.812,2195.922,2195.922,2226.078,1280.257,1509.900,352.487,0.000,275.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.633,0.000,0.000,28.179,0.000,0.000
2111,770.189,2199.638,2199.638,2225.590,1278.672,1513.420,351.866,0.000,272.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.598,0.000,0.000,28.162,0.000,0.000
2112,770.566,2148.375,2148.375,2225.140,1277.087,1516.895,351.227,0.000,269.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.562,0.000,0.000,28.145,0.000,0.000
2113,770.943,2199.616,2199.616,2224.724,1275.503,1520.320,350.569,0.000,266.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.526,0.000,0.000,28.128,0.000,0.000
2114,771.321,2250.128,2250.128,2224.339,1273.918,1523.696,349.894,0.000,263.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.491,0.000,0.000,28.112,0.000,0.000
2115,771.698,2163.168,2163.168,2223.979,1272.333,1527.020,349.201,0.000,260.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.455,0.000,0.000,28.095,0.000,0.000
2116,772.075,2161.533,2161.533,2223.642,1270.748,1530.289,348.492,0.000,257.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.419,0.000,0.000,28.078,0.000,0.000
2117,772.452,2164.932,2164.932,2223.323,1269.164,1533.503,347.767,0.000,254.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.383,0.000,0.000,28.061,0.000,0.000
2118,772.830,2226.301,2226.301,2223.019,1267.579,1536.659,347.027,0.000,251.829,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.348,0.000,0.000,28.044,0.000,0.000
2119,773.207,2124.479,2124.479,2222.724,1265.994,1539.756,346.272,0.000,249.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.312,0.000,0.000,28.027,0.000,0.000
2120,773.584,2268.843,2268.843,2222.437,1264.409,1542.791,345.502,0.000,246.741,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.276,0.000,0.000,28.010,0.000,0.000
2121,773.962,2211.852,2211.852,2222.151,1262.824,1545.762,344.719,0.000,244.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.241,0.000,0.000,27.993,0.000,0.000
2122,774.339,2222.652,2222.652,2221.864,1261.240,1548.668,343.922,0.000,241.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.205,0.000,0.000,27.977,0.000,0.000
2123,774.716,2104.068,2104.068,2221.571,1259.655,1551.507,343.114,0.000,239.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.169,0.000,0.000,27.960,0.000,0.000
2124,775.094,2082.842,2082.842,2221.269,1258.070,1554.277,342.293,0.000,237.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.134,0.000,0.000,27.943,0.000,0.000
2125,775.471,2154.671,2154.671,2220.954,1256.485,1556.977,341.461,0.000,235.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.098,0.000,0.000,27.926,0.000,0.000
2126,775.849,2207.413,2207.413,2220.621,1254.900,1559.604,340.619,0.000,233.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.062,0.000,0.000,27.909,0.000,0.000
2127,776.226,2141.705,2141.705,2220.268,1253.316,1562.156,339.767,0.000,231.296,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.027,0.000,0.000,27.892,0.000,0.000
2128,776.604,2174.946,2174.946,2219.890,1251.731,1564.633,338.906,0.000,229.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.991,0.000,0.000,27.876,0.000,0.000
2129,776.981,2109.367,2109.367,2219.484,1250.146,1567.033,338.036,0.000,227.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.956,0.000,0.000,27.859,0.000,0.000
2130,777.359,2240.374,2240.374,2219.047,1248.561,1569.353,337.159,0.000,225.638,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.920,0.000,0.000,27.842,0.000,0.000
2131,777.736,2158.067,2158.067,2218.574,1246.976,1571.592,336.274,0.000,223.861,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.884,0.000,0.000,27.825,0.000,0.000
2132,778.114,2103.929,2103.929,2218.062,1245.392,1573.749,335.383,0.000,222.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.849,0.000,0.000,27.808,0.000,0.000
2133,778.491,2023.695,2023.695,2217.508,1243.807,1575.822,334.487,0.000,220.454,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.813,0.000,0.000,27.791,0.000,0.000
2134,778.869,2192.401,2192.401,2216.909,1242.222,1577.809,333.586,0.000,218.819,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.777,0.000,0.000,27.775,0.000,0.000
2135,779.247,2148.217,2148.217,2216.262,1240.637,1579.709,332.681,0.000,217.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.742,0.000,0.000,27.758,0.000,0.000
2136,779.624,2063.355,2063.355,2215.563,1239.053,1581.522,331.772,0.000,215.675,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.706,0.000,0.000,27.741,0.000,0.000
2137,780.002,2102.118,2102.118,2214.809,1237.468,1583.244,330.861,0.000,214.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.670,0.000,0.000,27.724,0.000,0.000
2138,780.380,2240.303,2240.303,2213.998,1235.883,1584.875,329.948,0.000,212.681,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.635,0.000,0.000,27.707,0.000,0.000
2139,780.758,2124.594,2124.594,2213.126,1234.298,1586.414,329.034,0.000,211.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.599,0.000,0.000,27.690,0.000,0.000
2140,781.135,2122.228,2122.228,2212.191,1232.713,1587.860,328.119,0.000,209.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.563,0.000,0.000,27.673,0.000,0.000
2141,781.513,2145.814,2145.814,2211.191,1231.129,1589.210,327.205,0.000,208.433,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.527,0.000,0.000,27.656,0.000,0.000
2142,781.891,2142.776,2142.776,2210.122,1229.544,1590.465,326.293,0.000,207.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.492,0.000,0.000,27.640,0.000,0.000
2143,782.269,2101.714,2101.714,2208.982,1227.959,1591.623,325.382,0.000,205.736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.456,0.000,0.000,27.623,0.000,0.000
2144,782.646,2077.839,2077.839,2207.770,1226.374,1592.684,324.474,0.000,204.423,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.420,0.000,0.000,27.606,0.000,0.000
2145,783.024,2157.984,2157.984,2206.483,1224.789,1593.645,323.570,0.000,203.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.384,0.000,0.000,27.589,0.000,0.000
2146,783.402,2097.700,2097.700,2205.119,1223.205,1594.506,322.670,0.000,201.854,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.348,0.000,0.000,27.572,0.000,0.000
2147,783.780,2057.314,2057.314,2203.676,1221.620,1595.267,321.775,0.000,200.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.312,0.000,0.000,27.555,0.000,0.000
2148,784.158,2138.916,2138.916,2202.152,1220.035,1595.927,320.887,0.000,199.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.276,0.000,0.000,27.538,0.000,0.000
2149,784.536,2059.454,2059.454,2200.546,1218.450,1596.485,320.005,0.000,198.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.240,0.000,0.000,27.521,0.000,0.000
2150,784.914,2119.247,2119.247,2198.855,1216.865,1596.940,319.130,0.000,196.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.204,0.000,0.000,27.504,0.000,0.000
2151,785.292,2091.035,2091.035,2197.080,1215.281,1597.291,318.264,0.000,195.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.168,0.000,0.000,27.487,0.000,0.000
