ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,DE-2615,SE-2615,Xray-W,SE-1631,Backscatter,Xray-NaI,Esc-NaI,continuum
151,49.198,15838.448,15838.448,14559.404,8075.132,2073.083,1036.230,2797.177,165.857,150.662,61.896,1.973,10.181,150.490,119.654,2918.180,43.874,443.244,0.000,4586.879,0.000
152,49.568,16497.704,16497.704,14637.274,7862.628,2033.471,1009.706,2725.577,158.110,146.806,60.312,1.923,10.170,146.638,116.591,3340.873,42.751,451.369,0.000,4392.954,0.000
153,49.937,16052.911,16052.911,14782.142,7650.125,1995.884,983.175,2653.959,151.436,142.948,58.727,1.872,10.236,142.785,113.528,3850.885,41.627,462.626,0.000,4172.431,0.000
154,50.306,16617.559,16617.559,15011.569,7437.622,1960.489,956.642,2582.337,145.564,139.090,57.142,1.822,10.400,138.932,110.464,4458.519,40.504,477.597,0.000,3932.045,0.000
155,50.675,17127.754,17127.754,15343.054,7225.118,1927.426,930.114,2510.727,140.282,135.233,55.557,1.771,10.688,135.079,107.400,5173.653,39.381,496.906,0.000,3678.816,0.000
156,51.045,17571.118,17571.118,15793.243,7012.615,1896.791,903.597,2439.146,135.426,131.377,53.973,1.721,11.133,131.227,104.338,6005.273,38.258,521.207,0.000,3419.754,0.000
157,51.414,17970.149,17970.149,16377.083,6800.111,1868.629,877.098,2367.614,130.875,127.524,52.390,1.670,11.772,127.378,101.278,6960.946,37.136,551.168,0.000,3161.585,0.000
158,51.783,18493.226,18493.226,17106.971,6587.608,1842.915,850.626,2296.153,126.539,123.674,50.808,1.620,12.650,123.533,98.220,8046.245,36.015,587.443,0.000,2910.510,0.000
159,52.152,19358.345,19358.345,17991.917,6375.104,1819.550,824.187,2224.781,122.352,119.828,49.229,1.570,13.819,119.692,95.166,9264.170,34.895,630.659,0.000,2672.000,0.000
160,52.522,20330.961,20330.961,19036.773,6162.601,1798.346,797.788,2153.518,118.268,115.988,47.651,1.519,15.339,115.856,92.117,10614.563,33.777,681.377,0.000,2450.645,0.000
161,52.891,21288.342,21288.342,20241.566,5950.097,1779.026,771.436,2082.380,114.256,112.154,46.076,1.469,17.277,112.027,89.072,12093.590,32.660,740.072,0.000,2250.052,0.000
162,53.260,22420.343,22420.343,21600.963,5737.594,1761.216,745.135,2011.379,110.294,108.327,44.503,1.419,19.707,108.203,86.032,13693.289,31.545,807.097,0.000,2072.798,0.000
163,53.629,23151.682,23151.682,23103.927,5525.090,1744.449,718.888,1940.524,106.366,104.505,42.933,1.369,22.711,104.386,82.997,15401.259,30.433,882.657,0.000,1920.433,0.000
164,53.999,24316.343,24316.343,24733.574,5312.587,1728.170,692.696,1869.822,102.463,100.690,41.366,1.319,26.374,100.575,79.967,17200.492,29.322,966.779,0.000,1793.524,0.000
165,54.368,25644.849,25644.849,26467.275,5100.083,1711.751,666.560,1799.273,98.578,96.879,39.801,1.269,30.786,96.769,76.940,19069.415,28.212,1059.285,0.000,1691.742,0.000
166,54.737,27353.502,27353.502,28277.009,4887.580,1694.500,640.478,1728.879,94.706,93.073,38.237,1.219,36.038,92.967,73.917,20982.129,27.103,1159.778,0.000,1613.970,0.000
167,55.106,29021.111,29021.111,30129.975,4675.076,1675.689,614.447,1658.637,90.843,89.269,36.674,1.169,42.221,89.167,70.896,22908.894,25.996,1267.624,0.000,1558.437,0.000
168,55.476,30391.502,30391.502,31989.457,4462.573,1654.572,588.466,1588.551,86.987,85.464,35.111,1.119,49.417,85.366,67.874,24816.828,24.888,1381.946,0.000,1522.854,0.000
169,55.845,31641.559,31641.559,33815.915,4250.069,1630.414,562.531,1518.629,83.135,81.657,33.547,1.070,57.704,81.563,64.851,26670.832,23.779,1501.631,0.000,1504.561,0.000
170,56.214,33452.741,33452.741,35568.268,4037.566,1602.516,536.643,1448.892,79.286,77.843,31.980,1.020,67.142,77.754,61.822,28434.686,22.668,1625.341,0.000,1500.662,0.000
171,56.584,34841.838,34841.838,37205.326,3825.062,1570.247,510.807,1379.381,75.437,74.020,30.409,0.970,77.774,73.936,58.786,30072.300,21.555,1751.534,0.000,1508.158,0.000
172,56.953,35979.641,35979.641,38687.288,3612.559,1533.065,485.031,1310.163,71.588,70.185,28.834,0.919,89.619,70.104,55.739,31549.035,20.438,1878.502,0.000,1524.054,0.000
173,57.322,37741.534,37741.534,39977.262,3400.056,1490.541,459.333,1241.346,67.739,66.332,27.251,0.869,102.670,66.255,52.679,32833.046,19.316,2004.408,0.000,1545.467,0.000
174,57.692,38876.638,38876.638,41042.712,3187.552,1442.379,433.740,1173.087,63.889,62.458,25.659,0.818,116.886,62.385,49.602,33896.578,18.188,2127.336,0.000,1569.697,0.000
175,58.061,39931.953,39931.953,41856.768,2975.049,1388.423,408.295,1105.611,60.040,58.559,24.058,0.767,132.188,58.491,46.506,34717.121,17.052,2245.349,0.000,1594.298,0.000
176,58.430,40579.952,40579.952,42399.320,2762.545,1328.671,383.055,1039.226,56.195,54.632,22.444,0.716,148.463,54.567,43.386,35278.384,15.908,2356.543,0.000,1617.120,0.000
177,58.800,41776.569,41776.569,42657.848,2550.042,1263.268,358.097,974.347,52.358,50.673,20.818,0.664,165.553,50.611,40.241,35571.007,14.755,2459.112,0.000,1636.336,0.000
178,59.169,41182.958,41182.958,42627.931,2337.538,1192.499,333.524,911.513,48.535,46.678,19.177,0.611,183.263,46.620,37.067,35592.981,13.592,2551.399,0.000,1650.463,0.000
179,59.538,41968.451,41968.451,42313.410,2125.035,1116.782,309.461,851.418,44.735,42.646,17.521,0.558,201.359,42.591,33.864,35349.737,12.417,2631.955,0.000,1658.359,0.000
180,59.908,41577.929,41577.929,41726.197,1912.531,1036.641,286.067,794.939,40.968,38.575,15.849,0.505,219.572,38.521,30.628,34853.901,11.230,2699.579,0.000,1659.215,0.000
181,60.277,40621.374,40621.374,40885.742,1700.028,952.690,263.533,743.162,37.246,34.463,14.160,0.451,237.607,34.409,27.358,34124.730,10.032,2753.357,0.000,1652.539,0.000
182,60.646,40262.593,40262.593,39818.194,1487.524,865.602,242.084,697.421,33.586,30.309,12.455,0.397,255.142,30.254,24.055,33187.246,8.820,2792.690,0.000,1638.128,0.000
183,61.016,39351.781,39351.781,38555.289,1275.021,776.086,221.984,659.324,30.005,26.114,10.733,0.342,271.848,26.056,20.717,32071.140,7.596,2817.301,0.000,1616.039,0.000
184,61.385,38335.705,38335.705,37133.056,1062.517,684.860,203.533,630.796,26.524,21.879,8.996,0.286,287.389,21.815,17.345,30809.480,6.360,2827.238,0.000,1586.553,0.000
185,61.754,37388.732,37388.732,35590.387,850.014,592.621,187.072,614.104,23.164,17.605,7.243,0.230,301.439,17.531,13.939,29437.322,5.111,2822.862,0.000,1550.140,0.000
186,62.124,36416.380,36416.380,33967.561,637.510,500.029,172.976,611.892,19.952,13.295,5.478,0.173,313.690,13.206,10.500,27990.276,3.850,2804.822,0.000,1507.419,0.000
187,62.493,34868.349,34868.349,32304.811,425.007,407.683,161.656,627.205,16.911,8.952,3.702,0.116,323.865,8.841,7.030,26503.126,2.578,2774.022,0.000,1459.122,0.000
188,62.862,33103.934,33103.934,30640.972,212.503,316.106,153.549,663.514,14.070,4.580,1.917,0.058,331.728,4.439,3.529,25008.551,1.294,2731.576,0.000,1406.060,0.000
189,63.232,31941.738,31941.738,29012.309,0.000,225.739,149.116,724.719,11.455,0.184,0.127,0.000,337.090,0.000,0.000,23536.029,0.000,2678.761,0.000,1349.088,0.000
190,63.601,31220.263,31220.263,27664.045,0.000,196.559,179.607,898.194,13.644,0.246,0.176,0.000,339.985,0.000,0.000,22120.462,0.000,2625.055,0.000,1290.115,0.000
191,63.971,30615.291,30615.291,26412.126,0.000,169.610,214.934,1106.200,16.141,0.328,0.242,0.000,340.164,0.000,0.000,20771.879,0.000,2563.729,0.000,1228.900,0.000
192,64.340,29654.417,29654.417,25280.250,0.000,145.039,255.546,1353.828,18.964,0.434,0.331,0.000,337.621,0.000,0.000,19505.976,0.000,2496.235,0.000,1166.274,0.000
193,64.709,28842.711,28842.711,24287.139,0.000,122.913,301.872,1646.507,22.129,0.571,0.449,0.000,332.418,0.000,0.000,18333.269,0.000,2423.990,0.000,1103.020,0.000
194,65.079,27962.091,27962.091,23446.556,0.000,103.226,354.297,1989.928,25.647,0.747,0.607,0.000,324.679,0.000,0.000,17259.234,0.000,2348.329,0.000,1039.859,0.000
195,65.448,27786.753,27786.753,22767.511,0.000,85.916,413.152,2389.946,29.522,0.973,0.815,0.000,314.584,0.000,0.000,16284.682,0.000,2270.476,0.000,977.442,0.000
196,65.818,27064.257,27064.257,22254.649,0.000,70.871,478.687,2852.462,33.752,1.259,1.089,0.000,302.366,0.000,0.000,15406.306,0.000,2191.513,0.000,916.341,0.000
197,66.187,26835.852,26835.852,21908.744,0.000,57.943,551.059,3383.268,38.324,1.619,1.446,0.000,288.300,0.000,0.000,14617.366,0.000,2112.369,0.000,857.047,0.000
198,66.556,26667.925,26667.925,21727.274,0.000,46.958,630.308,3987.875,43.220,2.071,1.909,0.000,272.689,0.000,0.000,13908.461,0.000,2033.806,0.000,799.972,0.000
199,66.926,26622.389,26622.389,21705.018,0.000,37.731,716.342,4671.313,48.409,2.635,2.507,0.000,255.862,0.000,0.000,13268.344,0.000,1956.423,0.000,745.448,0.000
200,67.295,26233.587,26233.587,21834.637,0.000,30.068,808.920,5437.921,53.852,3.332,3.272,0.000,238.154,0.000,0.000,12684.726,0.000,1880.658,0.000,693.729,0.000
201,67.665,26280.175,26280.175,22107.206,0.000,23.780,907.639,6291.109,59.499,4.189,4.247,0.000,219.899,0.000,0.000,12145.031,0.000,1806.806,0.000,645.002,0.000
202,68.034,26243.482,26243.482,22512.661,0.000,18.685,1011.924,7233.128,65.291,5.237,5.481,0.000,201.420,0.000,0.000,11637.075,0.000,1735.032,0.000,599.383,0.000
203,68.403,26651.816,26651.816,23040.159,0.000,14.614,1121.024,8264.829,71.160,6.510,7.034,0.000,183.018,0.000,0.000,11149.638,0.000,1665.394,0.000,556.932,0.000
204,68.773,26023.677,26023.677,23678.325,0.000,11.417,1234.015,9385.443,77.027,8.047,8.974,0.000,164.968,0.000,0.000,10672.909,0.000,1597.865,0.000,517.651,0.000
205,69.142,25818.852,25818.852,24415.409,0.000,8.960,1349.803,10592.377,82.811,9.890,11.385,0.000,147.510,0.000,0.000,10198.810,0.000,1532.356,0.000,481.499,0.000
206,69.512,25564.344,25564.344,25239.337,0.000,7.129,1467.139,11881.041,88.424,12.087,14.362,0.000,130.844,0.000,0.000,9721.177,0.000,1468.736,0.000,448.389,0.000
207,69.881,25903.034,25903.034,26137.705,0.000,5.834,1584.640,13244.723,93.773,14.687,18.014,0.000,115.134,0.000,0.000,9235.831,0.000,1406.856,0.000,418.204,0.000
208,70.251,24481.139,24481.139,27097.705,0.000,5.001,1700.813,14674.513,98.770,17.747,22.466,0.000,100.499,0.000,0.000,8740.531,0.000,1346.560,0.000,390.793,0.000
209,70.620,24554.901,24554.901,28106.033,0.000,4.580,1814.087,16159.296,103.325,21.322,27.859,0.000,87.024,0.000,0.000,8234.833,0.000,1287.708,0.000,365.989,0.000
210,70.990,23853.510,23853.510,29148.797,0.000,4.540,1922.849,17685.806,107.354,25.475,34.351,0.000,74.753,0.000,0.000,7719.878,0.000,1230.179,0.000,343.602,0.000
211,71.359,22732.742,22732.742,30211.437,0.000,4.868,2025.487,19238.765,110.781,30.265,42.113,0.000,63.699,0.000,0.000,7198.130,0.000,1173.884,0.000,323.434,0.000
212,71.729,22553.770,22553.770,31278.704,0.000,5.573,2120.429,20801.095,113.539,35.754,51.336,0.000,53.845,0.000,0.000,6673.073,0.000,1118.767,0.000,305.281,0.000
213,72.098,21966.714,21966.714,32334.690,0.000,6.684,2206.192,22354.206,115.573,42.002,62.224,0.000,45.152,0.000,0.000,6148.903,0.000,1064.807,0.000,288.935,0.000
214,72.467,21803.364,21803.364,33362.935,0.000,8.248,2281.419,23878.357,116.843,49.067,74.991,0.000,37.560,0.000,0.000,5630.226,0.000,1012.019,0.000,274.192,0.000
215,72.837,20631.880,20631.880,34346.614,0.000,10.337,2344.928,25353.085,117.323,57.000,89.863,0.000,30.994,0.000,0.000,5121.772,0.000,960.446,0.000,260.851,0.000
216,73.206,21105.694,21105.694,35268.798,0.000,13.044,2395.739,26757.681,117.004,65.847,107.073,0.000,25.372,0.000,0.000,4628.144,0.000,910.157,0.000,248.724,0.000
217,73.576,20061.257,20061.257,36112.785,0.000,16.486,2433.113,28071.706,115.890,75.645,126.853,0.000,20.603,0.000,0.000,4153.602,0.000,861.243,0.000,237.629,0.000
218,73.945,19715.109,19715.109,36862.490,0.000,20.808,2456.574,29275.531,114.006,86.419,149.432,0.000,16.597,0.000,0.000,3701.904,0.000,813.805,0.000,227.400,0.000
219,74.315,19310.562,19310.562,37502.872,0.000,26.185,2465.922,30350.878,111.389,98.180,175.029,0.000,13.263,0.000,0.000,3276.178,0.000,767.951,0.000,217.884,0.000
220,74.684,18699.140,18699.140,38020.373,0.000,32.820,2461.243,31281.336,108.092,110.926,203.844,0.000,10.514,0.000,0.000,2878.852,0.000,723.789,0.000,208.943,0.000
221,75.054,18698.627,18698.627,38403.361,0.000,40.956,2442.905,32052.849,104.178,124.636,236.052,0.000,8.268,0.000,0.000,2511.625,0.000,681.424,0.000,200.455,0.000
222,75.423,18460.706,18460.706,38642.531,0.000,50.869,2411.548,32654.138,99.722,139.269,271.795,0.000,6.450,0.000,0.000,2175.468,0.000,640.946,0.000,192.312,0.000
223,75.793,17991.805,17991.805,38731.262,0.000,62.877,2368.062,33077.051,94.807,154.766,311.169,0.000,4.992,0.000,0.000,1870.666,0.000,602.435,0.000,184.424,0.000
224,76.162,18181.190,18181.190,38665.893,0.000,77.341,2313.558,33316.819,89.520,171.045,354.222,0.000,3.832,0.000,0.000,1596.877,0.000,565.952,0.000,176.715,0.000
225,76.532,17826.958,17826.958,38445.914,0.000,94.663,2249.335,33372.212,83.953,188.002,400.937,0.000,2.918,0.000,0.000,1353.219,0.000,531.540,0.000,169.122,0.000
226,76.902,18038.645,18038.645,38074.048,0.000,115.295,2176.837,33245.584,78.197,205.513,451.232,0.000,2.205,0.000,0.000,1138.353,0.000,499.222,0.000,161.599,0.000
227,77.271,17879.495,17879.495,37556.230,0.000,139.732,2097.611,32942.807,72.339,223.432,504.947,0.000,1.652,0.000,0.000,950.585,0.000,469.002,0.000,154.109,0.000
228,77.641,17925.331,17925.331,36901.469,0.000,168.516,2013.256,32473.094,66.464,241.595,561.843,0.000,1.228,0.000,0.000,787.962,0.000,440.866,0.000,146.632,0.000
229,78.010,18017.290,18017.290,36121.605,0.000,202.230,1925.382,31848.714,60.651,259.820,621.593,0.000,0.906,0.000,0.000,648.359,0.000,414.782,0.000,139.156,0.000
230,78.380,17749.990,17749.990,35230.969,0.000,241.501,1835.561,31084.622,54.970,277.911,683.786,0.000,0.663,0.000,0.000,529.563,0.000,390.703,0.000,131.679,0.000
231,78.749,17602.724,17602.724,34245.955,0.000,286.987,1745.285,30197.999,49.482,295.661,747.923,0.000,0.481,0.000,0.000,429.347,0.000,368.568,0.000,124.210,0.000
232,79.119,17747.248,17747.248,33184.533,0.000,339.379,1655.933,29207.745,44.238,312.858,813.423,0.000,0.346,0.000,0.000,345.531,0.000,348.305,0.000,116.765,0.000
233,79.488,17650.739,17650.739,32065.711,0.000,399.384,1568.735,28133.917,39.281,329.285,879.626,0.000,0.247,0.000,0.000,276.027,0.000,329.833,0.000,109.367,0.000
234,79.858,17526.231,17526.231,30908.973,0.000,467.720,1484.749,26997.157,34.642,344.729,945.807,0.000,0.175,0.000,0.000,218.877,0.000,313.066,0.000,102.043,0.000
235,80.227,17247.533,17247.533,29733.723,0.000,545.101,1404.845,25818.122,30.342,358.985,1011.183,0.000,0.123,0.000,0.000,172.278,0.000,297.910,0.000,94.825,0.000
236,80.597,17291.273,17291.273,28558.737,0.000,632.225,1329.692,24616.926,26.396,371.859,1074.928,0.000,0.086,0.000,0.000,134.600,0.000,284.270,0.000,87.748,0.000
237,80.967,17128.942,17128.942,27401.670,0.000,729.752,1259.760,23412.635,22.806,383.175,1136.191,0.000,0.059,0.000,0.000,104.385,0.000,272.051,0.000,80.847,0.000
238,81.336,16961.201,16961.201,26278.606,0.000,838.294,1195.318,22222.815,19.571,392.778,1194.115,0.000,0.041,0.000,0.000,80.355,0.000,261.153,0.000,74.160,0.000
239,81.706,17303.334,17303.334,25203.696,0.000,958.387,1136.450,21063.146,16.680,400.542,1247.854,0.000,0.028,0.000,0.000,61.400,0.000,251.480,0.000,67.721,0.000
240,82.075,17052.836,17052.836,24188.857,0.000,1090.480,1083.070,19947.132,14.119,406.366,1296.593,0.000,0.019,0.000,0.000,46.570,0.000,242.939,0.000,61.564,0.000
241,82.445,16616.773,16616.773,23243.582,0.000,1234.906,1034.938,18885.878,11.871,410.184,1339.573,0.000,0.013,0.000,0.000,35.061,0.000,235.434,0.000,55.718,0.000
242,82.814,17016.746,17016.746,22374.820,0.000,1391.867,991.692,17887.976,9.912,411.964,1376.105,0.000,0.008,0.000,0.000,26.201,0.000,228.876,0.000,50.213,0.000
243,83.184,16879.035,16879.035,21586.957,0.000,1561.415,952.863,16959.467,8.220,411.709,1405.593,0.000,0.005,0.000,0.000,19.436,0.000,223.175,0.000,45.069,0.000
244,83.554,16923.061,16923.061,20881.876,0.000,1743.427,917.913,16103.890,6.771,409.456,1427.546,0.000,0.004,0.000,0.000,14.310,0.000,218.248,0.000,40.306,0.000
245,83.923,17101.219,17101.219,20259.092,0.000,1937.598,886.254,15322.415,5.539,405.277,1441.594,0.000,0.002,0.000,0.000,10.459,0.000,214.010,0.000,35.939,0.000
246,84.293,16480.009,16480.009,19715.951,0.000,2143.422,857.275,14614.024,4.500,399.277,1447.500,0.000,0.001,0.000,0.000,7.588,0.000,210.381,0.000,31.977,0.000
247,84.663,17017.461,17017.461,19247.886,0.000,2360.183,830.368,13975.769,3.632,391.590,1445.163,0.000,0.001,0.000,0.000,5.464,0.000,207.285,0.000,28.426,0.000
248,85.032,17109.316,17109.316,18848.709,0.000,2586.951,804.949,13403.054,2.911,382.376,1434.623,0.000,0.001,0.000,0.000,3.905,0.000,204.646,0.000,25.289,0.000
249,85.402,16663.974,16663.974,18510.928,0.000,2822.578,780.475,12889.949,2.317,371.816,1416.059,0.000,0.000,0.000,0.000,2.771,0.000,202.394,0.000,22.564,0.000
250,85.771,16590.409,16590.409,18226.083,0.000,3065.708,756.459,12429.528,1.832,360.110,1389.784,0.000,0.000,0.000,0.000,1.951,0.000,200.459,0.000,20.248,0.000
251,86.141,17594.986,17594.986,17985.076,0.000,3314.780,732.481,12014.193,1.438,347.468,1356.238,0.000,0.000,0.000,0.000,1.364,0.000,198.776,0.000,18.334,0.000
252,86.511,17835.049,17835.049,17778.493,0.000,3568.045,708.195,11636.002,1.122,334.107,1315.974,0.000,0.000,0.000,0.000,0.947,0.000,197.282,0.000,16.815,0.000
253,86.880,17384.224,17384.224,17882.049,285.142,3925.277,732.541,11376.281,8.599,327.491,1271.280,0.102,0.042,7.757,6.167,0.652,2.261,207.108,0.000,16.487,0.000
254,87.250,17498.055,17498.055,18001.437,570.283,4282.964,756.350,11137.408,16.173,320.600,1221.140,0.204,0.083,15.559,12.371,0.446,4.536,217.057,0.000,16.539,0.000
255,87.620,17756.917,17756.917,18127.989,855.425,4638.898,779.517,10912.121,23.836,313.643,1166.351,0.307,0.125,23.406,18.610,0.303,6.824,227.078,0.000,16.963,0.000
256,87.989,17753.477,17753.477,18253.738,1140.567,4990.793,802.006,10693.820,31.578,306.813,1107.756,0.410,0.168,31.298,24.885,0.204,9.125,237.125,0.000,17.749,0.000
257,88.359,17666.023,17666.023,18371.577,1425.709,5336.327,823.850,10476.719,39.392,300.286,1046.218,0.514,0.210,39.235,31.196,0.136,11.439,247.156,0.000,18.888,0.000
258,88.729,18042.556,18042.556,18475.376,1710.850,5673.181,845.139,10255.958,47.272,294.220,982.603,0.619,0.253,47.217,37.542,0.090,13.766,257.133,0.000,20.373,0.000
259,89.098,17952.260,17952.260,18560.058,1995.992,5999.081,866.010,10027.671,55.213,288.748,917.756,0.724,0.296,55.242,43.923,0.060,16.105,267.023,0.000,22.195,0.000
260,89.468,18163.081,18163.081,18621.642,2281.134,6311.843,886.636,9789.008,63.211,283.978,852.491,0.830,0.339,63.311,50.338,0.039,18.458,276.799,0.000,24.349,0.000
261,89.837,18453.542,18453.542,18657.240,2566.275,6609.412,907.220,9538.129,71.262,279.993,787.569,0.937,0.382,71.422,56.787,0.025,20.822,286.438,0.000,26.826,0.000
262,90.207,18462.895,18462.895,18665.034,2851.417,6889.907,927.980,9274.156,79.363,276.851,723.688,1.043,0.426,79.575,63.270,0.016,23.199,295.922,0.000,29.620,0.000
263,90.577,18567.214,18567.214,18644.214,3136.559,7151.653,949.140,8997.103,87.511,274.584,661.473,1.151,0.470,87.769,69.785,0.010,25.588,305.237,0.000,32.724,0.000
264,90.947,18356.457,18356.457,18594.908,3421.700,7393.216,970.924,8707.779,95.702,273.200,601.466,1.259,0.514,96.002,76.331,0.007,27.988,314.374,0.000,36.128,0.000
265,91.316,18704.068,18704.068,18518.081,3706.842,7613.433,993.547,8407.676,103.935,272.685,544.124,1.367,0.558,104.273,82.907,0.004,30.400,323.329,0.000,39.823,0.000
266,91.686,18711.569,18711.569,18415.429,3991.984,7811.430,1017.205,8098.850,112.206,273.004,489.819,1.476,0.603,112.580,89.512,0.003,32.822,332.101,0.000,43.798,0.000
267,92.056,18887.430,18887.430,18289.266,4277.126,7986.639,1042.076,7783.789,120.514,274.107,438.831,1.586,0.647,120.922,96.144,0.002,35.253,340.695,0.000,48.039,0.000
268,92.425,18576.322,18576.322,18142.402,4562.267,8138.807,1068.313,7465.290,128.855,275.928,391.361,1.695,0.692,129.296,102.802,0.001,37.695,349.115,0.000,52.529,0.000
269,92.795,18904.651,18904.651,17978.028,4847.409,8267.993,1096.040,7146.331,137.227,278.391,347.528,1.806,0.737,137.700,109.484,0.001,40.145,357.374,0.000,57.249,0.000
270,93.165,19555.458,19555.458,17799.599,5132.551,8374.566,1125.353,6829.957,145.629,281.412,307.379,1.916,0.782,146.132,116.189,0.000,42.603,365.482,0.000,62.175,0.000
271,93.534,19205.100,19205.100,17610.725,5417.692,8459.186,1156.320,6519.174,154.056,284.901,270.897,2.027,0.828,154.591,122.914,0.000,45.069,373.456,0.000,67.281,0.000
272,93.904,18954.857,18954.857,17415.071,5702.834,8522.790,1188.979,6216.859,162.508,288.767,238.008,2.138,0.873,163.073,129.658,0.000,47.542,381.312,0.000,72.536,0.000
273,94.274,19106.514,19106.514,17216.268,5987.976,8566.559,1223.342,5925.683,170.982,292.922,208.590,2.250,0.918,171.577,136.420,0.000,50.021,389.068,0.000,77.907,0.000
274,94.644,18981.986,18981.986,17017.833,6273.118,8591.892,1259.399,5648.048,179.476,297.278,182.483,2.362,0.964,180.101,143.197,0.000,52.506,396.744,0.000,83.354,0.000
275,95.013,19291.841,19291.841,16823.103,6558.259,8600.368,1297.114,5386.042,187.988,301.756,159.497,2.474,1.010,188.642,149.988,0.000,54.997,404.361,0.000,88.837,0.000
276,95.383,19173.584,19173.584,16635.177,6843.401,8593.709,1336.434,5141.410,196.515,306.282,139.420,2.586,1.056,197.199,156.792,0.000,57.491,411.939,0.000,94.312,0.000
277,95.753,18993.733,18993.733,16456.874,7128.543,8573.740,1377.293,4915.538,205.055,310.791,122.028,2.698,1.102,205.770,163.606,0.000,59.990,419.500,0.000,99.731,0.000
278,96.122,18777.638,18777.638,16290.705,7413.684,8542.347,1419.607,4709.447,213.608,315.231,107.087,2.811,1.147,214.353,170.431,0.000,62.492,427.064,0.000,105.046,0.000
279,96.492,18702.877,18702.877,16138.844,7698.826,8501.440,1463.288,4523.808,222.172,319.556,94.364,2.924,1.193,222.946,177.263,0.000,64.997,434.652,0.000,110.206,0.000
280,96.862,19039.581,19039.581,16003.125,7983.968,8452.910,1508.239,4358.953,230.744,323.734,83.630,3.036,1.240,231.548,184.103,0.000,67.505,442.284,0.000,115.162,0.000
281,97.232,19214.331,19214.331,15885.031,8269.109,8398.597,1554.359,4214.908,239.324,327.743,74.663,3.149,1.286,240.158,190.949,0.000,70.016,449.979,0.000,119.863,0.000
